,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID
Ticker,AL241176 Corp,AL625600 Corp,AN216266 Corp,AN216270 Corp,AN763204 Corp,AP306580 Corp,AQ234625 Corp,AR547092 Corp,AR738766 Corp,AR738776 Corp,AR738797 Corp,AU350157 Corp,AU573105 Corp,AX121571 Corp,AX520482 Corp,AX751637 Corp,BG185059 Corp,BG185061 Corp,ED972798 Corp,EK098732 Corp,EK143492 Corp,EK315595 Corp,EK461618 Corp,EK588292 Corp,EK692104 Corp,EK803079 Corp,EK814844 Corp,EK846452 Corp,JK382986 Corp,JK718671 Corp,QJ587151 Corp,QJ736299 Corp,QZ498658 Corp,QZ975058 Corp,QZ999715 Corp,ZP389518 Corp,ZQ412374 Corp,ZQ412375 Corp,ZR673139 Corp
Refdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,,,,,,,,,,,,,,,,,,,12.377,,,,,,,,,,,,,,,,,,,,
2019-01-02,19.332,18.349,319.893,322.88,640.574,823.898,468.038,894.194,767.422,458.005,496.772,37.517,768.877,,,,,,12.739,3399.202,430.891,13.527,727.484,346.395,5.868,276.566,377.876,150.086,15.456,516.481,15.682,6.157,359.553,,,,,,
2019-01-03,20.368,19.559,330.941,332.052,656.709,849.992,489.582,914.359,786.824,479.454,512.962,39.173,790.147,,,,,,12.302,3876.537,448.301,14.41,753.619,350.93,6.696,299.113,389.33,151.367,16.364,538.141,16.323,6.973,383.535,,,,,,
2019-01-04,21.146,20.248,328.073,327.515,655.794,847.305,487.156,911.072,787.672,477.229,509.846,39.752,783.541,,,,,,12.401,3976.751,446.314,15.123,753.262,345.348,7.086,293.751,386.947,155.25,17.089,533.919,16.898,8.32,382.592,,,,,,
2019-01-07,21.605,20.37,323.573,324.145,652.991,846.233,474.354,907.72,782.399,464.985,503.709,40.302,777.973,,,,,,13.088,4010.443,434.992,15.546,752.732,341.053,7.538,280.784,376.249,158.225,17.455,530.22,16.529,8.287,371.046,,,,,,
2019-01-08,21.614,20.685,307.277,309.1,634.318,821.748,456.323,886.024,763.633,444.118,491.965,40.476,754.176,,,,,,13.44,3776.031,423.236,15.491,733.473,331.381,7.859,264.528,365.517,159.822,17.734,494.974,16.798000000000002,8.581,353.539,,,,,,
2019-01-09,22.734,25.395,300.332,303.251,605.342,787.275,442.198,843.756,735.064,418.977,471.502,48.831,729.057,,,,,,13.188,3303.73,407.531,16.881,697.962,310.224,8.577,215.207,338.996,160.069,18.564,457.716,19.274,9.478,330.192,,,,,,
2019-01-10,23.284,25.153,306.319,310.216,607.811,790.495,446.487,847.135,737.662,425.045,475.469,49.054,735.422,,,,,,15.514,3413.097,411.834,17.42,694.223,311.958,9.04,212.412,338.172,169.487,19.141,458.275,19.1,9.919,333.885,,,,,,
2019-01-11,23.662,25.275,305.269,308.516,584.232,759.456,426.051,830.054,721.358,418.902,466.581,49.292,718.419,,,,,,15.608,3149.711,408.141,17.327,670.804,310.389,9.113,207.006,333.351,169.788,19.102,434.529,19.181,10.018,325.416,,,,,,
2019-01-14,23.994,25.061,308.553,311.83,601.145,778.737,435.755,845.823,741.082,432.314,475.51,49.187,740.021,,,,,,15.339,3535.891,417.997,17.726,703.322,321.894,9.264,218.427,339.187,170.294,19.304,449.705,19.321,10.253,333.985,,,,,,
2019-01-15,24.109,24.892,307.266,310.51,600.37,770.756,440.566,847.768,740.524,434.827,478.083,49.382,735.995,,,,,,15.328,3517.089,417.686,17.739,699.432,324.135,9.164,219.159,340.299,168.608,19.245,437.64,19.069,10.269,334.164,,,,,,
2019-01-16,24.22,24.965,301.448,304.022,581.719,743.719,429.9,827.175,724.174,421.939,469.505,49.456,695.689,,,,,,15.423,3175.399,407.463,17.875,675.509,317.224,9.157,209.058,334.452,164.774,19.407,404.243,18.918,10.296,324.424,,,,,,
2019-01-17,24.175,25.06,299.417,303.923,579.816,744.03,440.925,828.311,723.378,426.461,474.241,49.511,693.404,,,,,,13.54,3295.854,412.852,17.772,676.609,315.98,9.253,210.127,335.294,162.271,19.319,399.033,19.043,10.48,330.092,,,,,,
2019-01-18,23.786,24.735,299.0,297.565,562.007,714.722,427.121,809.11,706.866,415.693,468.991,49.247,664.198,,,,,,13.692,2845.705,402.012,17.511,636.008,305.45,9.12,195.821,325.403,156.432,18.868,371.287,18.664,10.539,313.798,,,,,,
2019-01-21,23.938,24.696,303.438,301.759,570.343,723.88,425.809,820.698,715.748,415.112,472.238,49.024,675.036,,,,,,13.935,2995.895,401.905,17.537,643.345,300.366,8.855,194.72,321.828,154.425,18.706,382.915,18.726,10.234,312.909,,,,,,
2019-01-22,23.814,24.553,299.838,298.386,589.495,740.354,440.11,844.595,741.542,431.066,483.615,49.209,704.443,,,,,,13.927,3372.343,410.605,17.497,658.802,304.116,8.824,208.298,326.253,154.236,18.68,406.874,18.403,10.106,324.657,,,,,,
2019-01-23,23.883,24.759,299.714,300.637,584.842,733.002,444.229,838.319,737.193,436.436,489.202,49.302,691.332,,,,,,14.481,3248.732,414.132,17.555,645.314,307.494,8.858,218.816,331.347,155.058,18.515,401.203,18.714,10.329,328.718,,,,,,
2019-01-24,23.83,24.469,303.467,302.587,576.067,713.002,448.745,820.047,725.103,441.294,492.343,49.149,676.421,,,,,,13.658,3028.11,414.447,17.501,631.062,309.72,8.572,219.973,334.497,145.985,18.34,386.499,18.762,10.047,330.095,,,,,,
2019-01-25,23.739,24.277,303.318,303.274,557.957,675.949,440.065,800.072,710.908,430.628,485.338,49.186,647.723,,,,,,13.837,2547.039,404.398,17.36,605.045,305.533,8.71,212.656,329.852,140.626,18.174,351.522,18.224,9.707,323.525,,,,,,
2019-01-28,23.714,23.964,305.838,303.628,569.176,680.799,438.53,805.906,720.06,428.258,481.717,49.268,655.626,,,,,,15.168,2580.225,399.164,17.412,613.11,305.721,8.629,212.455,330.251,140.554,18.173,364.051,17.994,9.583,323.294,,,,,,
2019-01-29,23.617,23.818,309.081,307.632,570.539,676.379,438.1,807.54,719.424,428.877,481.495,49.135,658.02,,,,,,14.434,2455.822,399.674,17.394,607.872,306.668,8.779,212.874,331.067,141.005,18.04,363.869,17.964,9.428,323.001,,,,,,
2019-01-30,23.44,23.133,314.902,310.812,573.086,679.745,424.746,813.381,726.478,418.692,471.368,48.611,658.909,,,,,,14.913,2930.019,386.571,17.04,614.91,302.693,8.655,208.275,326.598,138.062,17.794,363.552,17.301,9.054,317.602,,,,,,
2019-01-31,22.965,22.402,321.127,324.362,558.988,665.347,400.155,795.786,716.794,392.215,452.853,48.213,642.243,,,,,,13.694,2469.149,365.781,16.434,586.906,293.846,8.296,189.094,315.96,132.348,17.592,340.434,16.351,9.032,295.718,,,,,,
2019-02-01,22.404,21.728,317.788,318.613,580.184,675.347,403.435,803.866,733.056,393.341,450.673,47.723,652.802,,,,,,13.046,2670.686,366.946,16.103,594.869,291.903,7.731,192.591,311.575,130.047,16.834,357.532,15.932,8.703,292.908,,,,,,
2019-02-04,21.805,21.757,313.422,315.661,593.01,682.789,404.055,808.708,750.04,396.259,450.822,47.597,662.85,,,,,,12.554,2839.017,366.965,15.998,604.782,292.451,8.355,198.277,312.255,132.28,16.791,368.858,15.065,8.262,289.477,,,,,,
2019-02-05,20.706,21.883,306.696,307.158,579.717,674.394,386.181,799.768,740.48,383.374,440.407,47.584,657.226,,,,,,11.555,2707.019,357.001,15.391,592.3,289.165,8.124,194.096,306.216,132.36,16.352,360.229,14.867,7.573,273.493,,,,,,
2019-02-06,19.32,20.62,292.128,292.052,563.701,627.957,377.358,753.478,721.525,374.949,434.206,46.605,637.42,,,,,,11.099,1423.893,352.911,13.782,547.666,288.051,7.089,192.292,305.173,131.404,15.429,347.929,13.891,6.471,266.784,,,,,,
2019-02-07,18.519,18.996,299.26,295.229,583.753,642.729,403.521,769.263,742.59,399.969,458.451,45.601,656.574,,,,,,11.296,1670.019,372.643,13.096,567.795,299.857,6.012,214.179,321.056,130.522,13.632,369.769,12.521,5.877,291.179,,,,,,
2019-02-08,18.266,18.097,309.832,307.222,590.341,650.835,421.065,775.976,750.926,416.35,466.688,45.136,664.999,,,,,,10.221,1707.56,383.311,12.856,581.784,314.278,5.797,227.106,329.903,131.495,13.068,377.489,12.335,5.209,302.784,,,,,,
2019-02-11,17.728,17.307,308.51,306.992,592.047,656.873,416.746,779.514,750.081,415.093,462.588,44.641,665.998,364.407,,,,,10.685,993.878,375.869,12.557,588.704,311.141,5.583,226.585,326.591,132.058,12.539,381.291,11.419,4.616,299.2,,,,,,
2019-02-12,16.794,17.17,304.436,303.458,588.714,682.954,382.967,803.667,747.138,391.48,443.769,44.568,661.264,360.295,,,,,8.805,3988.744,351.289,11.898,627.506,296.145,5.34,218.279,312.994,131.528,12.429,373.921,11.198,5.088,279.72,,,,,,
2019-02-13,16.538,16.734,301.929,298.488,584.755,669.927,379.87,799.759,745.56,387.155,439.226,44.614,653.53,362.823,,,,,9.527,1187.323,348.035,11.744,597.363,289.057,4.703,214.301,306.545,130.522,12.098,361.357,11.066,4.136,280.018,,,,,,
2019-02-14,16.005,16.574,300.894,297.932,584.708,671.187,381.588,807.958,750.912,390.209,444.034,44.211,654.72,369.394,,,,,7.5600000000000005,1230.348,349.448,11.47,595.44,289.179,4.303,214.532,304.818,130.896,11.74,359.008,10.821,3.6790000000000003,282.613,,,,,,
2019-02-15,15.761,15.368,299.354,297.053,588.257,675.141,384.442,814.967,755.296,398.698,452.132,43.563,656.255,366.532,,,,,7.638,1230.284,350.578,11.362,599.98,289.471,4.271,216.957,303.02,130.815,11.655,361.771,10.239,3.168,288.154,,,,,,
2019-02-18,15.461,14.956,294.102,295.364,580.443,658.322,378.115,806.286,749.081,388.387,443.457,43.486,636.54,363.809,,,,,7.618,1123.703,347.065,11.485,580.252,287.093,4.119,216.047,299.733,130.656,11.689,340.53,9.791,2.786,279.633,,,,,,
2019-02-19,15.4,14.368,292.753,294.143,583.16,658.944,374.876,807.707,751.574,385.699,440.929,42.796,636.035,364.066,,,,,8.824,1139.449,341.949,11.328,575.84,281.866,4.027,212.235,296.209,130.483,11.551,335.711,9.057,2.792,274.353,,,,,,
2019-02-20,15.109,12.983,292.902,293.208,586.645,664.475,378.856,808.831,754.704,390.15,446.016,42.485,637.338,364.62,,,,,7.203,1185.687,347.831,11.23,581.459,284.387,3.903,210.684,298.179,129.877,11.364,335.339,8.418,2.277,276.62,,,,,,
2019-02-21,14.94,12.365,289.276,288.404,586.64,661.553,385.664,806.968,754.43,393.164,450.746,41.581,632.469,362.313,,,,,8.129,1184.458,352.415,10.862,577.275,283.945,3.694,206.223,296.87,128.402,11.249,332.604,8.554,2.064,284.055,,,,,,
2019-02-22,14.859,12.026,286.818,290.569,589.513,662.673,391.56,808.404,757.068,399.161,457.749,41.376,631.689,364.392,,,,,7.7780000000000005,1204.81,358.046,10.709,574.106,284.95,3.351,203.365,299.438,127.176,11.023,329.847,8.183,2.063,292.268,,,,,,
2019-02-25,14.264,10.423,278.568,280.4,575.662,644.155,374.939,795.164,741.798,383.732,446.435,41.073,609.927,363.421,,,,,6.938,1007.83,344.371,10.525,547.381,277.663,3.577,194.589,294.339,126.299,10.739,302.457,7.572,2.417,278.687,,,,,,
2019-02-26,14.383,10.834,273.481,275.919,563.025,632.012,358.308,780.38,726.467,362.536,437.065,41.019,591.667,359.278,,,,,9.433,903.774,332.802,10.722,531.196,271.951,3.539,190.815,293.167,125.681,10.805,284.013,7.253,2.221,260.803,,,,,,
2019-02-27,13.945,10.494,269.342,271.263,557.698,626.838,341.9,774.985,721.083,345.116,429.631,40.611,588.594,353.243,,,,,6.786,952.612,319.087,10.399000000000001,532.678,252.577,2.918,181.411,286.049,123.019,10.61,284.583,7.315,1.874,247.244,,,,,,
2019-02-28,13.787,9.857,279.984,276.367,548.029,610.738,345.459,752.3,703.96,341.626,429.81,40.268,575.559,347.278,,,,,6.471,941.914,319.05,10.366,499.533,246.093,2.607,170.451,281.636,122.012,10.204,273.887,7.13,1.811,249.771,,,,,,
2019-03-01,13.619,10.013,278.06,274.265,538.74,599.404,364.508,733.075,695.88,364.482,450.541,39.536,568.742,343.798,,,,,5.726,988.848,337.615,10.186,488.48,253.144,2.502,173.616,282.663,120.967,10.061,278.837,7.256,1.431,272.759,,,,,,
2019-03-04,13.531,9.98,272.788,270.545,543.365,604.867,366.992,737.343,701.555,365.879,452.883,39.668,577.08,342.126,,,,,6.509,1033.724,339.238,10.003,495.209,254.315,2.433,174.034,284.409,121.083,10.063,288.834,7.394,1.509,277.841,,,,,,
2019-03-05,13.938,9.991,267.946,266.407,550.143,615.657,369.852,742.677,710.351,364.031,436.755,39.471,585.66,344.253,,,,,6.083,1139.027,345.572,10.45,510.983,250.322,2.746,175.976,284.491,122.177,10.48,301.159,7.211,1.819,279.455,,,,,,
2019-03-06,13.902,10.005,274.114,273.96,563.353,627.327,398.703,748.762,726.246,392.805,455.275,39.091,606.03,350.146,,,,,5.851,1168.466,376.674,10.205,522.558,256.834,2.8449999999999998,180.048,288.552,122.607,10.498,316.182,7.185,1.689,297.736,,,,,,
2019-03-07,13.983,9.185,284.301,283.935,561.119,631.701,406.283,753.729,725.797,402.163,463.067,37.927,609.553,353.212,424.573,,,,6.88,1155.804,384.211,9.831,519.908,263.301,2.557,188.334,297.387,121.851,9.809,313.131,6.08,1.316,303.71,,,,,,
2019-03-08,13.212,8.853,288.584,281.375,571.402,642.151,410.816,761.237,734.736,405.745,464.154,36.879,622.154,369.87,425.789,,,,4.345,1278.225,386.761,9.504,532.174,266.831,2.6390000000000002,191.683,299.872,122.949,9.562,327.876,5.723,1.263,308.121,,,,,,
2019-03-11,12.551,8.54,280.916,281.891,568.609,634.432,391.495,756.283,733.223,387.279,451.696,36.837,609.911,366.133,412.992,,,,9.97,1246.222,368.95,8.893,520.157,258.605,1.249,186.079,297.694,121.679,8.657,319.92,5.325,0.273,291.691,,,,,,
2019-03-12,12.673,7.739,273.225,276.891,557.689,624.578,379.097,742.961,723.413,372.126,440.688,34.37,601.203,361.854,406.451,,,,5.664,1218.739,362.764,8.88,502.907,245.336,1.086,178.692,291.167,118.879,8.818,307.61,4.361,-0.091,278.965,,,,,,
2019-03-13,12.413,7.322,270.533,275.332,546.776,613.374,370.061,732.063,714.217,360.422,425.417,33.369,589.075,354.974,399.551,,,,3.974,1181.938,356.321,8.622,491.181,237.603,0.81,168.724,285.483,116.859,8.36,298.033,3.885,-0.2,270.617,,,,,,
2019-03-14,12.076,6.217,261.781,267.568,536.619,604.21,357.641,716.025,704.522,346.099,410.527,31.895,582.629,346.763,384.042,,,,5.821,1191.346,337.523,8.129,479.447,233.349,-0.41500000000000004,165.469,282.95,113.355,8.184,287.89,3.409,-0.887,260.62,,,,,,
2019-03-15,11.999,5.242,261.746,267.41,533.48,603.152,361.034,713.477,702.952,350.829,415.626,31.494,581.983,341.182,394.095,,,,6.391,1181.763,339.383,7.929,475.424,235.015,-0.993,173.963,282.098,110.819,7.522,288.322,3.157,-1.583,263.225,,,,,,
2019-03-18,11.707,4.332,258.295,265.608,527.974,597.03,356.933,706.295,697.421,351.141,416.225,30.207,580.257,336.214,387.52,,,,5.318,1134.542,335.687,7.626,467.893,233.915,-1.022,168.393,276.757,110.137,7.111,285.656,3.021,-1.888,260.666,,,,,,
2019-03-19,11.365,2.922,249.349,260.335,531.513,600.978,353.498,706.274,703.949,348.893,412.832,29.718,588.41,336.661,383.187,,,,5.033,1140.391,330.891,7.195,474.417,235.201,-2.012,164.152,271.712,109.206,6.467,309.899,1.94,-2.307,254.134,,,,,,
2019-03-20,10.359,2.05,257.182,257.736,547.483,619.603,369.012,726.157,718.363,365.145,427.459,29.154,613.819,345.564,396.048,,,,5.032,1300.327,343.286,6.616,495.449,239.967,-2.748,171.331,274.33,107.94,5.788,338.969,1.681,-2.608,268.074,,,,,,
2019-03-21,10.395,1.778,269.49,266.556,554.566,626.252,377.338,729.205,725.431,374.157,432.981,28.902,616.911,354.138,397.298,606.026,,,8.413,1297.678,348.021,6.559,497.25,251.388,-2.896,175.069,276.74,106.526,5.432,343.21,1.341,-2.9939999999999998,268.108,,,,,,
2019-03-22,9.993,1.832,274.838,269.213,575.99,644.471,389.349,746.408,745.657,388.244,438.968,29.143,639.829,366.731,404.134,621.595,,,5.208,1406.674,356.983,6.158,517.307,255.986,-2.911,177.276,279.691,106.828,5.291,362.683,1.859,-3.075,275.239,,,,,,
2019-03-25,10.09,2.232,277.975,272.647,591.423,658.481,394.257,759.071,756.267,392.459,443.911,28.897,659.749,374.088,408.507,633.499,,,4.417,1550.703,359.992,6.368,545.027,261.685,-2.8970000000000002,179.186,280.666,107.462,5.557,385.438,1.826,-2.826,280.848,,,,,,
2019-03-26,10.016,2.245,276.047,270.197,583.187,649.52,384.558,746.275,742.706,380.856,435.665,28.799,643.292,369.171,398.808,612.88,,,3.821,1386.775,350.457,6.19,524.485,255.801,-3.01,172.41,277.284,105.213,5.212,381.657,1.465,-2.822,265.973,,,,,,
2019-03-27,10.495,2.178,279.499,273.758,588.101,655.613,382.222,750.712,746.069,380.778,437.393,28.862,664.07,370.588,396.05,632.236,,,3.148,1399.726,351.681,6.241,534.873,255.545,-2.724,170.203,280.814,105.024,5.27,400.384,1.54,-2.823,263.192,,,,,,
2019-03-28,10.093,2.192,276.629,271.002,588.374,654.49,372.629,749.091,744.293,369.418,431.898,28.867,668.655,368.93,387.597,636.016,,,4.215,1436.968,344.572,6.169,537.815,249.605,-3.759,159.757,272.282,104.456,5.828,401.898,1.5350000000000001,-3.558,254.622,,,,,,
2019-03-29,9.892,2.212,270.82,268.507,580.883,643.585,362.031,737.534,735.792,356.453,423.291,28.502,656.008,363.338,376.266,621.515,,,4.272,1365.837,335.966,5.912,524.546,243.248,-3.667,146.528,264.922,102.076,5.157,383.635,1.09,-3.487,246.589,,,,,,
2019-04-01,10.164,1.899,253.393,262.738,568.419,631.558,335.266,725.101,721.64,336.982,414.183,28.995,639.174,353.667,353.058,603.38,,,4.491,1295.74,320.774,6.204,512.242,238.414,-3.6870000000000003,140.074,254.352,100.789,5.263,358.735,0.9480000000000001,-3.729,231.038,,,,,,
2019-04-02,10.086,1.892,235.216,239.249,572.849,635.227,337.041,727.698,725.231,339.003,416.884,28.576999999999998,645.49,350.053,355.888,609.023,,,2.391,1307.324,322.168,6.19,511.903,238.842,-3.817,137.416,250.895,100.282,5.18,370.036,1.163,-3.697,235.348,,,,,,
2019-04-03,9.193,1.177,228.988,234.105,557.496,620.636,334.553,713.806,708.945,338.327,412.529,27.677,628.853,341.816,351.752,592.868,,,2.502,1212.253,319.35,5.254,498.317,236.157,-3.517,135.396,243.812,97.241,4.785,353.239,0.668,-3.673,235.305,,,,,,
2019-04-04,8.984,0.966,239.277,237.567,551.826,618.118,339.174,714.765,705.028,343.031,413.784,26.555,622.144,337.774,357.659,590.996,,,6.791,1148.862,321.62,5.181,494.468,236.965,-3.5220000000000002,135.216,244.179,95.572,4.696,343.426,0.5690000000000001,-3.724,239.864,,,,,,
2019-04-05,8.862,1.166,243.288,243.571,532.947,595.115,339.762,692.023,685.915,342.736,412.296,26.431,598.652,327.936,359.044,574.375,,,1.431,1037.612,321.732,4.875,476.482,237.284,-4.204,136.077,243.834,92.31,4.511,318.392,0.6980000000000001,-3.917,240.136,,,,,,
2019-04-08,8.409,0.687,243.438,243.654,530.53,595.216,344.471,690.331,684.233,345.708,412.158,26.194,600.706,324.613,361.762,573.246,,,1.469,1019.829,321.891,4.707,481.814,238.01,-3.862,135.341,243.994,92.542,4.098,320.463,0.516,-4.001,243.453,,,,,,
2019-04-09,8.267,0.603,239.499,240.65,522.192,588.348,346.365,683.81,677.611,346.943,413.033,26.01,591.473,321.782,364.079,565.795,,,2.443,899.688,322.324,4.572,470.09,237.109,-3.886,135.757,244.577,90.775,4.181,309.248,0.276,-3.868,244.025,,,,,,
2019-04-10,8.141,0.9390000000000001,240.771,242.27,516.23,577.933,346.567,679.558,669.142,346.02,412.839,25.817,587.765,316.133,361.436,563.039,,,0.88,805.484,324.072,4.505,464.496,239.802,-3.876,134.845,244.845,90.569,3.841,302.173,0.162,-3.855,245.927,,,,,,
2019-04-11,7.61,0.511,232.011,235.564,502.94,561.363,336.765,664.247,646.824,338.551,407.175,25.779,564.768,308.023,353.926,539.359,,,2.449,778.48,314.475,4.429,450.211,234.438,-3.8120000000000003,129.483,240.3,88.744,3.813,287.01,0.234,-3.755,236.978,,,,,,
2019-04-12,7.598,0.437,226.88,228.596,500.82,553.414,325.166,663.252,643.679,324.801,391.272,25.657,563.34,299.699,338.153,539.35,,,3.334,826.63,301.292,4.209,450.664,227.664,-4.025,123.676,230.726,85.186,3.6390000000000002,288.068,0.51,-3.83,226.147,,,,,,
2019-04-15,7.665,0.095,220.994,218.1,499.901,549.675,313.915,662.149,642.14,317.325,381.791,25.472,563.001,298.047,319.877,538.592,,,4.064,827.913,285.989,4.195,448.064,223.501,-4.057,115.767,222.982,81.976,3.716,286.954,0.082,-4.091,211.053,,,,,,
2019-04-16,7.159,-0.536,209.175,207.947,500.709,533.494,319.118,650.805,640.297,322.875,382.838,24.935,565.755,291.435,317.648,539.306,,,4.148,747.237,287.015,3.785,436.55,222.481,-4.204,116.143,220.691,80.346,3.2,291.98,0.066,-4.003,210.36,,,,,,
2019-04-17,6.636,-0.29,209.247,200.707,501.164,525.623,330.474,649.674,638.734,329.046,384.344,24.672,563.967,291.146,318.123,538.919,,,2.169,743.906,286.419,3.547,435.769,221.431,-4.201,116.686,220.072,79.128,3.125,290.84,-0.263,-4.244,214.028,,,,,,
2019-04-18,6.374,-0.512,213.331,211.723,505.133,527.733,336.909,653.969,643.012,335.041,389.393,24.189,565.15,288.449,328.406,541.917,,,3.794,767.032,289.791,3.673,435.97,223.012,-4.269,118.066,224.295,78.669,3.086,289.927,-0.511,-4.628,221.125,,,,,,
2019-04-19,,,,,,,,,,,,,,,,,,,3.785,,,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,,,,3.847,,,,,,,,,,,,,,,,,,,,
2019-04-23,6.184,-0.485,208.915,206.331,504.647,527.476,338.318,648.727,642.735,335.717,388.335,24.252,566.594,288.762,328.532,540.659,,,1.8050000000000002,761.918,290.694,3.373,435.306,221.301,-4.391,115.899,221.212,77.988,2.572,291.069,-0.225,-4.791,219.018,,,,,,
2019-04-24,6.164,-1.9889999999999999,209.219,206.563,510.333,530.026,344.075,649.638,649.942,340.898,391.916,23.386,571.945,289.573,333.246,545.995,,,2.152,697.873,295.679,3.359,436.176,218.242,-4.383,113.62,222.231,76.436,2.308,295.215,-1.078,-4.718,220.287,,,,,,
2019-04-25,5.899,-2.172,246.332,233.215,516.683,537.086,361.055,651.721,661.66,352.807,395.182,23.297,579.86,292.846,342.678,553.621,,,2.259,703.1,302.908,3.137,438.901,218.903,-4.409,114.009,220.168,74.779,2.174,304.887,-1.095,-4.74,223.455,,,,,,
2019-04-26,5.656,-2.475,253.012,241.211,518.831,538.936,377.637,653.42,665.15,367.416,401.242,22.407,583.22,295.366,350.493,557.033,,,1.891,672.193,310.027,3.237,438.219,219.765,-4.629,115.316,221.45,73.482,1.9689999999999999,309.101,-1.235,-4.7940000000000005,236.759,,,,,,
2019-04-29,5.47,-2.189,251.374,238.317,512.085,526.478,364.742,644.572,658.446,357.993,395.304,22.396,574.864,292.335,344.121,544.326,,,3.675,600.07,304.734,3.362,430.56,211.09,-4.188,112.315,218.177,72.814,2.307,297.581,-1.318,-4.595,230.289,,,,,,
2019-04-30,4.463,-2.985,253.094,240.36,508.134,519.863,354.599,638.448,654.524,346.504,388.813,21.535,571.138,290.777,337.114,538.563,,,2.159,551.157,298.586,2.6870000000000003,426.353,205.454,-4.898,108.937,212.32,68.172,1.673,295.636,-1.687,-5.435,227.085,,,,,,
2019-05-01,,,,,,,,,,,,,,,,,,,2.185,,,,,,,,,,,,,,,,,,,,
2019-05-02,4.561,-2.888,253.292,253.288,504.906,518.517,344.226,627.307,656.322,335.619,381.497,21.452,569.158,290.458,328.84,537.128,,,3.81,509.291,291.935,2.685,422.113,201.159,-4.994,105.678,209.391,65.422,1.552,290.745,-1.429,-5.732,220.568,,,,,,
2019-05-03,4.377,-2.949,253.501,253.386,511.67,521.483,350.068,626.857,663.597,337.587,382.489,21.251,571.614,290.457,331.729,538.917,,,1.96,557.313,292.878,2.337,422.641,200.096,-4.896,103.02,208.735,65.297,1.377,293.005,-1.833,-5.337,223.364,,,,,,
2019-05-06,4.299,-3.393,253.459,249.457,512.829,523.936,352.668,631.563,666.675,338.546,383.883,21.41,576.982,291.797,333.346,541.893,,,3.912,722.409,292.625,2.462,425.904,200.312,-5.168,99.118,208.498,65.402,1.204,295.985,-1.9380000000000002,-5.91,222.16,,,,,,
2019-05-07,4.231,-3.505,264.619,255.344,531.696,545.152,369.967,653.739,691.7,355.146,404.431,21.429,607.716,298.669,351.518,573.816,,,3.18,942.502,311.374,2.229,446.746,212.898,-5.109,121.213,225.962,66.358,1.327,338.766,-1.8210000000000002,-5.864,245.455,,,,,,
2019-05-08,4.211,-3.548,270.622,275.352,544.682,574.128,390.076,680.142,709.973,368.871,415.875,21.423,625.322,316.53,361.544,586.18,,,2.185,1264.855,321.042,2.156,463.397,222.434,-4.944,141.445,239.716,69.046,1.436,353.774,-1.945,-5.79,270.183,,,,,,
2019-05-09,4.322,-3.335,276.732,282.556,568.698,604.475,398.897,712.068,735.796,375.694,419.97,21.501,651.463,332.753,367.949,610.8,,,6.44,2092.582,328.055,2.126,492.781,230.216,-4.777,146.099,245.185,70.434,1.275,378.125,-1.647,-5.572,276.751,,,,,,
2019-05-10,4.257,-3.526,273.878,278.061,551.673,583.81,377.778,694.696,716.443,360.186,409.27,21.189,629.776,328.432,355.418,599.571,,,2.257,1567.648,318.582,2.002,469.632,226.402,-4.629,139.044,240.129,70.638,1.327,346.362,-1.957,-5.407,265.031,,,,,,
2019-05-13,4.679,-3.226,275.279,281.429,564.321,598.89,385.45,709.151,733.388,368.017,419.836,21.253,643.545,336.127,368.537,613.25,,,4.087,2146.383,329.432,2.027,483.627,234.311,-4.624,143.1,244.646,71.237,1.469,366.152,-2.093,-5.128,275.709,,,,,,
2019-05-14,4.23,-3.394,272.711,277.517,562.594,596.05,376.403,706.409,729.697,360.787,417.547,21.071,639.448,335.618,364.479,609.32,,,1.433,2080.733,325.881,2.09,475.975,236.022,-4.6129999999999995,143.354,244.767,70.992,1.379,354.748,-1.9649999999999999,-5.187,271.126,,,,,,
2019-05-15,4.369,-3.383,271.385,276.089,566.161,598.524,374.595,710.337,734.287,358.559,417.553,21.283,641.065,337.016,365.307,607.213,,,2.246,2195.403,324.881,2.046,479.158,234.422,-4.632,141.585,245.061,70.359,1.3559999999999999,351.393,-2.06,-5.133,270.646,,,,,,
