,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID
Ticker,AL241176 Corp,AL625600 Corp,AN216266 Corp,AN216270 Corp,AN763204 Corp,AP306580 Corp,AQ234625 Corp,AR547092 Corp,AR738766 Corp,AR738776 Corp,AR738797 Corp,AU350157 Corp,AU573105 Corp,AX121571 Corp,AX520482 Corp,AX751637 Corp,BG185059 Corp,BG185061 Corp,ED972798 Corp,EK098732 Corp,EK143492 Corp,EK315595 Corp,EK461618 Corp,EK588292 Corp,EK692104 Corp,EK803079 Corp,EK814844 Corp,EK846452 Corp,JK382986 Corp,JK718671 Corp,QJ587151 Corp,QJ736299 Corp,QZ498658 Corp,QZ975058 Corp,QZ999715 Corp,ZP389518 Corp,ZQ412374 Corp,ZQ412375 Corp,ZR673139 Corp
Refdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,2.617,0.20500000000000002,11.84,-14.133,347.882,336.148,185.613,422.441,457.768,196.257,252.728,20.339,306.982,165.139,217.051,301.306,,,-0.584,45.093,198.012,2.815,215.129,136.273,-0.216,61.829,153.794,34.015,2.356,144.46,5.98,-0.067,144.156,-27.063,-23.442,413.039,138.418,138.477,21.011
2020-01-17,2.4859999999999998,0.117,-4.276,-21.278,341.792,322.286,179.345,404.891,448.549,187.833,246.313,20.107,299.078,163.386,209.582,291.676,,,0.078,42.82,190.001,2.702,202.513,134.39,0.14400000000000002,57.475,149.859,32.782,2.574,139.548,5.509,-0.171,140.386,-27.138,-23.608,399.461,137.284,135.289,19.893
2020-01-20,2.591,0.312,-10.089,-24.02,331.679,308.633,171.685,390.068,436.294,179.628,238.398,20.13,285.955,161.781,203.697,282.628,,,4.409,63.341,183.202,2.642,188.725,132.494,-0.127,57.415,149.09,31.809,2.528,135.474,5.7780000000000005,-0.098,134.911,-26.691,-23.284,384.206,136.287,134.04,19.84
2020-01-21,2.601,0.06,-8.954,-26.638,330.139,309.73,173.568,392.668,435.874,182.633,242.122,20.13,285.516,161.498,206.6,285.003,,,3.273,42.371,185.131,2.609,188.93,134.594,-0.17300000000000001,67.467,151.657,32.948,2.334,136.335,5.87,0.054,136.401,-25.613,-22.353,381.957,136.689,137.008,19.784
2020-01-22,2.373,0.138,8.904,-22.636,324.786,305.201,178.129,388.269,428.254,187.477,243.437,20.173,282.124,160.808,206.773,282.353,,,0.094,56.285,185.607,2.492,182.396,134.384,-0.21,66.449,154.654,32.487,2.481,134.438,5.675,-0.187,136.264,-27.073,-23.546,377.14,137.212,139.171,19.642
2020-01-23,2.294,-0.159,48.665,19.901,324.79,303.576,187.365,386.677,426.043,200.35,250.606,20.178,279.353,158.712,210.544,282.512,,,0.40800000000000003,38.185,192.473,2.556,184.487,136.414,-0.21,63.68,160.904,31.198,2.301,134.326,4.958,-0.884,140.591,-28.025,-24.299,380.574,140.488,144.5,19.557
2020-01-24,2.285,-0.045,65.737,20.448,324.379,303.478,194.163,384.796,424.891,207.779,255.814,19.859,276.927,158.06,215.521,281.6,,,1.178,36.139,199.489,2.321,184.708,140.389,-0.17400000000000002,68.703,173.607,30.596,2.195,129.529,5.243,-0.663,144.341,-28.535,-24.397,378.514,141.726,146.632,19.282
2020-01-27,2.247,0.047,139.901,111.498,339.839,325.307,210.376,406.772,442.245,227.504,269.519,19.867,295.325,160.029,229.053,300.148,,,-3.255,111.337,212.882,2.437,203.094,145.808,-0.258,76.289,188.379,31.374,2.311,147.053,5.193,-0.332,153.713,-29.209,-24.959,398.03,154.742,155.703,18.775
2020-01-28,2.1310000000000002,-0.059000000000000004,147.932,114.997,339.39,320.137,198.997,400.178,440.18,213.566,257.188,19.92,300.308,163.089,216.568,301.425,,,-2.895,53.312,208.139,2.5300000000000002,204.886,142.075,-0.07,72.159,182.532,31.932,2.571,149.762,5.248,-0.374,143.459,-29.731,-25.26,389.607,155.458,156.074,18.993
2020-01-29,2.14,0.01,125.739,106.294,336.311,315.068,193.247,390.087,438.513,207.155,256.398,19.975,295.435,162.249,211.981,298.724,,,-3.797,44.967,204.906,2.243,193.303,140.087,-0.36,69.86,180.378,30.994,2.153,143.457,4.906,-1.017,140.643,-26.78,-23.544,381.641,156.209,156.587,18.541
2020-01-30,2.084,-0.046,131.441,112.388,344.664,323.603,198.201,396.513,447.163,213.561,264.274,19.463,303.281,162.006,218.197,307.065,,,-1.597,51.428,212.431,1.897,201.193,142.853,-0.335,70.67,184.516,31.03,2.1,150.837,5.228,-0.548,145.706,-29.994,-25.385,388.678,158.03,159.486,18.151
2020-01-31,2.074,-0.105,147.015,123.369,347.378,326.478,198.677,400.0,450.761,214.701,266.859,19.462,307.88,160.859,220.188,310.224,,,-1.151,42.767,214.168,2.116,203.908,143.895,-0.368,70.121,186.28,30.701,1.971,149.714,5.101,-0.766,146.771,-31.943,-26.924,393.245,159.519,161.101,17.932
2020-02-03,1.992,-0.176,155.593,132.914,349.788,332.207,200.887,403.695,454.682,213.062,267.137,19.144,311.254,161.666,221.99,313.558,,,-4.409,79.616,214.678,2.189,211.316,144.465,-0.35000000000000003,70.168,186.713,30.674,2.117,146.967,5.041,-0.876,147.15,-32.479,-27.088,395.538,162.693,161.663,17.959
2020-02-04,1.9420000000000002,-0.029,155.789,123.681,339.218,318.901,193.097,389.017,440.751,202.641,256.784,19.116,298.82,160.131,213.447,302.545,,,-1.587,60.999,206.125,2.068,195.081,139.721,-0.32,68.565,176.433,31.102,2.026,141.166,5.059,-0.993,142.567,-32.614,-26.68,381.472,159.615,158.173,18.011
2020-02-05,2.01,0.043000000000000003,95.831,69.875,328.957,310.904,190.62,376.065,428.683,195.277,250.563,19.422,291.932,158.575,206.381,294.557,,,-0.352,70.707,200.571,2.366,185.615,135.431,-0.23,68.549,168.143,30.128,2.133,132.151,5.312,-0.637,140.07,-30.309,-25.224,368.778,155.287,150.042,17.929
2020-02-06,1.972,0.026000000000000002,75.695,62.726,307.061,288.155,188.006,350.861,398.33,191.509,247.077,19.235,272.895,154.723,203.884,273.713,,,-0.069,21.884,197.382,2.197,165.681,130.739,-0.342,65.619,164.333,30.016,2.142,116.474,5.495,-0.749,136.685,-30.959,-26.304,346.203,155.08,148.551,17.95
2020-02-07,2.021,-0.20400000000000001,63.471,49.646,311.543,291.35,189.19,354.882,403.209,192.327,248.72,19.22,276.852,153.539,204.831,276.762,,,-5.124,49.91,197.333,2.074,167.409,132.81,-0.517,66.0,165.515,30.124,1.96,119.068,4.86,-0.985,137.789,-30.319,-25.365,350.386,155.484,149.167,18.095
2020-02-10,1.905,0.017,69.734,47.489,314.896,293.526,193.639,362.281,407.995,196.152,252.897,19.041,282.056,154.552,209.231,282.098,,,-0.176,100.947,201.269,2.2720000000000002,171.243,134.445,-0.178,68.376,167.941,30.873,2.167,123.897,5.545,-0.493,143.775,-30.895,-25.616,357.263,157.278,150.866,17.968
2020-02-11,1.9500000000000002,0.169,55.923,32.192,309.522,283.462,187.97,347.638,401.03,191.08,244.41,18.946,273.061,153.408,204.4,276.97,,,-1.8439999999999999,87.792,197.098,2.226,166.972,134.162,-0.195,70.23,166.023,30.621,2.196,118.292,5.044,-0.601,139.947,-31.403,-25.719,346.17,155.431,147.245,17.872
2020-02-12,1.908,-0.007,45.418,16.978,302.719,272.583,183.585,334.522,391.989,186.472,239.834,19.051,266.785,153.098,200.007,273.043,,,-0.074,74.092,192.6,2.232,165.976,132.248,-0.167,70.281,164.343,31.363,2.179,118.104,5.728,-0.5740000000000001,138.409,-30.032,-24.919,336.035,153.167,145.018,17.915
2020-02-13,1.919,-0.054,34.502,-2.652,304.655,276.788,184.489,345.031,396.103,192.758,240.552,18.959,272.487,154.087,200.425,282.381,,,-1.318,97.064,195.447,2.18,169.702,131.107,-0.383,68.412,164.617,31.544,2.224,123.132,4.947,-0.376,139.544,-30.969,-24.825,345.398,153.703,145.437,17.865
2020-02-14,2.012,-0.056,12.271,-28.579,305.829,272.394,182.494,344.276,397.474,191.061,241.26,19.031,273.424,153.26,200.397,282.425,,,-1.772,137.617,196.499,2.015,170.486,131.159,-0.373,69.255,165.027,30.735,2.035,122.627,5.281,-0.487,138.471,-32.622,-27.512,345.98,153.758,143.999,17.842
2020-02-17,1.828,-0.306,37.411,-13.264,308.555,272.783,180.046,344.919,398.582,190.455,240.314,19.106,273.423,152.484,199.528,282.591,,,-1.9849999999999999,87.333,195.087,2.231,170.701,129.251,-0.65,69.169,162.948,31.282,2.068,119.645,4.682,-0.849,136.396,-32.703,-26.395,347.15,152.728,141.361,17.661
2020-02-18,1.9729999999999999,0.218,57.191,5.057,312.096,276.909,180.235,350.059,402.699,192.148,240.122,18.905,276.607,152.689,200.128,288.447,,,-0.7030000000000001,127.871,195.153,2.122,172.654,129.96,-0.41400000000000003,68.314,164.237,31.916,2.026,119.103,5.502,-0.097,135.662,-32.455,-26.691,350.454,151.37,140.348,17.14
2020-02-19,1.7570000000000001,0.044,52.854,-0.182,309.824,274.518,178.679,348.761,398.992,187.268,236.879,18.483,275.058,152.698,194.514,288.128,,,-4.858,94.079,191.106,2.12,169.704,128.519,-0.442,66.835,163.098,31.88,1.508,117.116,4.799,-0.467,132.247,-32.356,-26.279,350.165,151.531,141.684,17.207
2020-02-20,1.716,0.304,40.822,-2.612,310.307,275.972,172.488,352.045,400.368,185.518,235.637,18.558,277.557,152.664,193.32,293.724,,,-5.185,75.808,187.853,1.897,168.497,127.613,-0.52,63.975,163.664,31.43,1.9180000000000001,115.562,4.9879999999999995,-0.673,129.981,-32.463,-26.787,354.176,152.943,143.958,17.592
2020-02-21,1.701,0.017,53.439,6.014,314.181,281.53,170.325,361.037,405.965,182.043,232.156,18.321,285.916,151.949,191.457,303.917,,,-2.198,143.343,184.972,1.947,173.102,126.081,-0.541,65.117,161.901,31.133,1.828,116.882,5.105,-0.37,127.356,-32.438,-26.602,360.967,153.033,143.45,17.561
2020-02-24,1.5390000000000001,0.096,133.409,80.645,341.637,315.078,193.166,400.081,436.641,205.029,248.574,18.311,322.781,159.49,210.923,335.55,4.562,11.674,-4.447,319.146,202.91,1.9809999999999999,206.414,135.059,-0.241,85.012,182.122,33.322,1.959,166.036,5.379,-0.402,143.164,-34.997,-26.029,398.927,160.621,157.608,17.727
2020-02-25,1.496,0.219,146.65,100.335,356.002,326.345,202.909,418.111,446.305,216.326,256.747,18.325,334.637,166.404,223.018,349.294,5.019,12.164,-4.165,177.29,212.575,2.091,210.305,139.747,-0.353,92.794,190.774,34.982,1.869,175.574,4.966,-0.5730000000000001,153.276,-37.932,-30.451,410.927,164.022,161.002,18.102
2020-02-26,1.728,0.199,181.399,128.119,365.549,343.884,212.99,427.332,454.927,221.59,257.483,18.474,350.425,175.628,227.9,362.786,5.321,12.067,-5.085,106.34,217.754,1.931,214.591,153.938,-0.218,99.746,196.521,37.202,2.013,181.973,5.711,0.065,158.125,-35.721,-28.229,418.137,170.403,166.368,17.708
2020-02-27,1.939,0.309,201.76,122.544,394.719,386.569,228.638,477.505,484.057,240.704,272.22,18.582,392.161,192.585,242.755,404.074,5.352,12.424,-10.046,116.61,234.318,2.338,240.636,166.617,-0.075,115.086,212.475,41.428,2.328,219.522,5.188,0.169,165.687,-36.409,-29.656,465.142,173.51,173.114,18.108
2020-02-28,2.2640000000000002,0.396,315.911,248.212,421.856,426.753,240.302,515.227,506.224,272.933,292.081,18.707,427.475,228.208,266.325,443.171,5.499,13.268,-8.49,351.576,263.203,2.212,278.836,192.342,0.381,151.296,236.314,50.533,2.365,254.663,5.201,0.5720000000000001,206.075,-38.41,-30.141,493.695,190.107,190.541,18.506
2020-03-02,2.608,1.001,316.376,213.664,421.976,422.797,239.154,508.62,502.902,267.36,292.5,19.501,430.947,234.439,262.624,440.679,5.293,13.128,-8.832,58.594,261.012,2.483,279.486,198.247,0.666,149.824,243.182,54.404,2.496,243.974,5.879,0.876,203.829,-41.913,-29.416,485.613,193.061,191.647,20.073
2020-03-03,2.252,1.121,302.073,243.507,375.789,394.542,219.224,477.879,469.751,235.232,268.568,19.294,403.376,221.78,234.819,416.37,7.161,13.435,-4.546,-5.27,232.907,2.957,241.727,184.447,0.846,125.654,223.695,53.241,2.899,205.959,6.644,0.513,182.331,-41.783,-29.619,453.891,183.57,181.762,21.057
2020-03-04,2.933,1.007,166.128,177.87,374.041,373.111,216.785,462.881,472.425,230.489,264.855,19.316,386.778,208.925,231.758,399.573,7.366,14.316,-10.054,-107.354,228.274,3.345,230.223,183.085,0.453,115.88,221.777,49.137,3.1390000000000002,173.09,6.077,0.623,176.854,-42.595,-31.986,440.558,179.39,173.163,22.694
2020-03-05,3.258,1.589,221.776,210.763,403.503,388.383,230.397,484.864,497.952,247.585,275.533,19.755,396.838,210.641,244.636,415.978,7.513,13.985,-2.669,-76.673,247.075,2.362,249.574,190.168,0.709,133.639,231.257,48.861,3.197,193.078,7.503,1.373,192.187,-30.806,-27.535,470.119,177.756,169.221,22.414
2020-03-06,3.9530000000000003,1.113,314.183,301.823,446.978,439.265,238.915,530.39,537.66,285.686,295.254,20.681,444.578,232.585,270.774,460.667,7.505,15.013,-1.691,452.935,279.572,3.681,287.216,222.29,1.1360000000000001,181.242,267.75,56.858,3.936,242.985,7.119,2.214,228.077,-31.546,-25.816,515.507,185.763,183.888,23.618
2020-03-09,5.025,2.224,384.417,380.942,579.928,573.854,246.734,686.413,647.772,350.262,314.136,22.499,563.643,283.021,332.871,579.782,8.813,15.686,-6.028,4466.446,340.841,4.758,467.768,284.667,2.568,369.891,410.148,76.68,5.472,471.901,8.68,3.968,313.566,-40.299,-29.999,655.123,241.615,242.533,24.31
2020-03-10,5.335,3.097,378.786,378.756,554.233,537.475,241.278,654.892,626.764,333.714,305.188,22.637,529.033,285.023,321.293,550.78,10.762,17.089,-1.065,-895.422,333.379,5.207,436.013,276.773,2.724,279.265,351.886,76.899,6.198,401.295,9.855,4.31,294.732,-32.526,-24.968,624.409,239.974,236.88,25.627
