,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID
Ticker,AM249660 Corp,AM249829 Corp,AM767513 Corp,AO044440 Corp,AO044441 Corp,AQ286676 Corp,AQ286717 Corp,AQ804746 Corp,AT621876 Corp,AT621983 Corp,AU669900 Corp,AU690552 Corp,AW852557 Corp,AZ187081 Corp,EF003854 Corp,EF005003 Corp,EF413043 Corp,EH973309 Corp,EI202130 Corp,EI277206 Corp,EI280468 Corp,EI333506 Corp,EI400413 Corp,EI447384 Corp,EI506702 Corp,EI551649 Corp,EI685910 Corp,EI827713 Corp,EJ516233 Corp,EJ699138 Corp,EJ734216 Corp,EJ734501 Corp,EJ891119 Corp,EK016196 Corp,EK024568 Corp,EK081094 Corp,EK089367 Corp,EK124413 Corp,EK144722 Corp,EK160676 Corp,EK261914 Corp,EK359206 Corp,EK612958 Corp,EK686365 Corp,EK946829 Corp,EK998300 Corp,JK609904 Corp,QJ858742 Corp,QZ515948 Corp,ZQ099072 Corp,ZR521373 Corp,ZR594518 Corp,ZR594522 Corp,ZS215020 Corp
Refdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,2.723,-1.072,-1.675,46.617,59.636,350.433,368.057,188.502,301.321,301.833,180.271,3.282,113.695,153.352,-3.807,8.565,24.943,163.84,9.661,-5.758,29.301,8.493,73.325,-5.348,35.497,13.254,-0.837,-1.218,204.656,62.17,-7.126,36.041,2200.452,-2.755,217.347,21.512,714.406,136.61,115.254,67.719,198.126,26.022,167.648,168.968,122.387,33.832,132.405,25.59,180.064,3.406,38.203,335.769,334.5,173.541
2020-02-11,0.24,-1.9500000000000002,-1.496,46.458,59.58,345.032,356.74,184.06,270.599,273.926,179.496,3.281,113.334,153.639,-3.469,8.542,24.518,162.495,12.865,-6.644,28.557,8.63,73.05,-5.385,35.63,12.333,-0.722,-1.126,203.909,61.735,-8.062,36.114,2191.79,-2.69,216.463,21.924,700.576,136.482,113.066,65.759,190.62,26.773,162.76,160.416,121.901,34.709,121.999,25.821,175.573,3.309,38.128,309.357,310.504,171.287
2020-02-12,0.937,-1.306,-1.609,46.879,60.31,344.211,345.092,179.841,272.291,273.239,177.752,3.221,111.957,149.721,-3.2439999999999998,10.008,24.67,160.012,11.469,-5.245,28.988,9.097,71.522,-5.402,35.376,12.404,-0.736,-1.096,200.724,61.841,-6.911,36.258,2187.762,-2.743,212.271,22.576,699.633,134.528,109.884,65.137,187.853,27.442,159.321,154.781,121.879,35.306,121.322,26.597,171.373,3.493,38.617,304.17,304.496,166.932
2020-02-13,3.021,-0.542,-1.536,47.052,61.166,345.295,346.416,181.522,278.74,277.316,178.227,3.239,111.659,153.436,-2.94,9.25,24.062,159.806,10.143,-6.261,27.563,8.519,68.381,-5.404,35.471,11.064,-0.792,-1.08,201.563,61.629,-7.648,36.456,2191.045,-2.6790000000000003,212.795,22.916,703.661,133.848,115.891,64.32,187.678,27.164,160.529,157.08,121.554,35.121,120.739,26.761,173.408,3.4,39.354,308.323,307.871,166.494
2020-02-14,2.487,-0.779,-1.433,46.854,60.548,343.203,345.809,178.697,274.839,275.713,171.686,3.308,109.939,154.58,-2.999,9.14,23.855,159.295,9.229,-6.854,28.094,7.755,60.746,-5.849,35.598,11.319,-0.833,-1.006,196.43,60.536,-7.339,36.48,2187.885,-2.5869999999999997,208.116,22.471,698.244,132.852,111.441,63.71,188.08,26.387,159.959,155.739,121.823,34.83,121.101,26.258,171.488,3.417,39.151,304.774,306.171,163.159
2020-02-17,1.8,-0.755,-1.7389999999999999,46.669,60.468,343.921,346.572,174.756,274.979,272.029,167.818,3.087,108.398,153.919,-2.815,9.101,23.889,156.716,7.723,-7.039,26.256,7.603,58.729,-6.264,35.593,11.184,-0.7010000000000001,-1.333,191.177,60.426,-7.9030000000000005,36.764,2175.236,-2.706,202.924,22.711,674.677,126.253,113.195,62.383,186.882,27.009,157.842,154.149,121.413,34.792,119.572,26.116,168.221,3.429,38.735,304.433,304.782,160.854
2020-02-18,1.87,-1.316,-1.479,47.583,61.152,352.325,360.642,174.043,276.237,273.364,168.425,3.173,107.933,154.126,-1.708,10.203,24.414,156.092,11.186,-5.69,25.847,7.691,54.376,-5.515,35.823,12.261,-0.64,-0.991,191.791,61.717,-7.6370000000000005,36.823,2181.773,-2.685,202.941,23.472,680.48,123.779,113.859,63.138,187.463,27.544,158.549,154.549,121.259,35.036,123.258,26.446,167.66,3.492,39.235,305.542,306.364,160.501
2020-02-19,2.451,-1.431,-1.7530000000000001,47.716,61.685,352.98,362.96,170.373,268.259,263.532,165.475,3.186,107.31,163.209,-2.5,10.444,24.19,154.467,10.001,-7.416,26.731,7.521,53.053,-5.6,34.892,12.051,-1.071,-1.241,187.559,60.646,-7.52,36.814,2175.588,-2.627,199.611,23.016,676.026,120.422,112.681,61.694,186.357,27.158,155.441,153.763,119.448,34.603,116.684,26.235,165.831,3.629,39.351,296.776,298.101,159.781
2020-02-20,2.6870000000000003,-1.268,-1.6,47.961,62.28,352.87,362.317,169.816,255.75,257.176,163.272,3.363,105.595,165.682,-3.101,10.273,23.858,154.274,11.283,-6.177,27.902,7.589,49.883,-5.286,35.811,11.815,-0.704,-1.039,184.104,60.22,-7.551,36.811,2180.933,-2.605,195.531,22.667,681.327,117.8,114.319,61.651,186.332,27.277,155.462,153.957,120.018,34.408,115.697,26.5,165.219,3.6109999999999998,39.276,291.733,291.868,158.569
2020-02-21,1.8940000000000001,-1.218,-1.508,48.753,62.069,354.824,364.597,168.561,264.741,265.573,161.748,3.201,104.002,169.236,-3.55,9.967,23.487,152.658,10.854,-6.277,27.664,7.384,51.049,-5.592,35.15,12.28,-0.65,-1.201,181.059,60.481,-7.205,36.498,2194.28,-2.661,192.119,22.578,687.442,116.414,122.014,61.349,187.339,27.498,154.49,153.706,114.814,34.565,115.887,26.428,162.446,3.61,39.812,300.073,298.884,156.127
2020-02-24,4.018,-1.2610000000000001,-1.355,47.676,62.47,377.013,379.097,180.289,299.429,300.034,178.503,3.114,108.204,176.64,-3.7119999999999997,9.185,22.729,169.212,8.302,-7.371,26.04,7.734,69.625,-5.69,36.011,11.252,-0.773,-1.212,197.142,64.443,-8.386,38.134,2233.016,-2.792,205.793,22.934,747.682,130.145,156.492,62.349,214.066,28.233,168.782,172.862,130.176,35.038,119.704,26.428,172.383,3.646,40.051,335.224,333.875,162.004
2020-02-25,0.106,-1.453,-1.476,47.77,61.631,387.295,386.607,186.485,323.06,321.249,187.863,2.818,113.755,188.198,-2.972,8.278,22.554,174.16,7.491,-8.073,26.985,7.931,76.782,-5.6530000000000005,36.586,10.829,-0.99,-1.113,206.645,67.533,-8.166,36.426,2255.671,-2.615,215.546,22.391,770.288,134.484,166.299,64.125,225.885,29.269,175.542,187.794,117.184,35.511,121.647,26.63,177.411,3.739,39.474,348.361,345.482,165.334
2020-02-26,-1.018,-1.293,-1.513,46.787,61.101,403.651,395.019,195.252,328.681,328.762,198.062,3.098,123.338,193.583,-3.433,10.423,24.06,183.892,15.562,-6.841,32.96,9.91,89.496,-5.371,37.402,12.706,-0.434,-1.087,214.944,72.451,-7.082,35.542,2268.44,-2.706,221.426,24.105,793.489,140.45,178.691,69.934,239.297,31.444,179.355,201.104,122.023,35.87,130.191,28.114,182.651,3.79,40.198,347.909,349.621,175.78
2020-02-27,-0.618,-1.9180000000000001,-1.3639999999999999,48.96,62.116,437.25,400.544,207.409,347.297,349.108,222.83,3.116,129.895,199.108,-3.327,9.37,21.935,190.981,15.654,-10.29,31.163,9.519,112.848,-5.421,39.807,11.229,-0.758,-1.141,239.178,77.216,-8.164,35.369,2303.236,-2.656,245.132,24.343,884.466,158.839,215.125,73.19,263.892,30.997,196.072,219.375,132.77,35.763,127.128,29.316,194.305,3.9370000000000003,41.241,366.248,368.041,183.37
2020-02-28,-1.267,-2.216,-1.49,51.118,63.77,491.498,401.477,230.446,392.236,392.494,251.072,3.234,151.111,242.086,-3.855,9.809,26.632,216.986,20.806,-9.426,31.341,15.366,127.453,-3.876,40.058,13.717,-0.397,-0.85,263.85,88.684,-7.186,33.536,2466.971,-2.793,270.758,29.08,956.389,201.807,243.578,83.406,297.46,37.698,229.112,251.242,141.612,38.438,141.974,34.198,210.093,4.27,42.008,403.893,402.066,207.34
2020-03-02,-0.42,0.241,-1.2770000000000001,54.324,66.92,446.79,416.602,230.661,386.913,386.717,252.516,3.186,161.076,251.956,-3.035,10.774000000000001,31.124,234.351,20.152,-11.497,32.507,19.009,141.554,-4.983,45.417,16.274,-0.30000000000000004,-0.358,268.95,93.381,-8.737,32.09,2513.913,-2.438,274.722,32.654,908.237,208.09,232.587,88.678,296.342,40.356,229.295,250.415,139.236,39.553,144.934,37.537,212.082,4.451,46.018,403.948,402.415,216.829
2020-03-03,-0.051000000000000004,-1.745,-1.416,55.297,69.377,383.588,,221.371,350.402,354.577,236.735,3.976,163.659,254.812,-1.9580000000000002,16.791,35.588,221.76,31.65,-6.265,35.434,22.67,118.703,-3.483,45.584,19.879,0.07,-0.329,252.563,93.451,-6.938,33.319,2454.512,-2.255,261.017,33.757,807.132,190.186,203.944,88.126,275.943,44.763,220.023,235.236,139.934,40.846,143.819,38.981,203.56,5.2,46.898,381.288,383.617,218.32
2020-03-04,0.301,-0.551,-0.631,53.54,67.734,366.17,383.662,213.483,345.469,352.01,226.016,3.895,163.417,250.126,-4.755,12.304,33.667,220.912,16.969,-9.404,33.799,20.438,114.837,-2.635,46.238,17.048,-0.34700000000000003,-0.507,244.333,90.503,-7.276,32.18,2463.141,-2.409,253.671,32.73,802.906,190.353,186.897,86.225,264.271,42.737,211.296,221.826,132.332,40.486,139.147,38.016,197.53,4.766,47.308,381.531,383.187,218.466
2020-03-05,1.6099999999999999,-1.746,0.054,50.427,64.66,382.678,382.347,230.038,368.185,370.301,237.99,3.762,160.508,245.151,-5.081,15.128,31.611,221.346,35.839,-6.071,37.233,19.745,122.715,-1.774,40.287,15.171,-0.085,-0.32,254.715,88.882,-5.651,31.633,2510.472,-2.599,266.434,30.138,846.194,196.487,202.941,86.71,279.717,38.36,223.636,247.275,133.568,38.091,142.77,34.981,214.34,4.382,44.132,403.676,398.617,213.653
2020-03-06,0.8250000000000001,-1.454,0.226,52.32,67.194,419.022,387.688,262.261,427.022,420.925,270.357,5.11,180.257,262.301,-3.576,14.69,35.803,240.565,33.873,-3.997,44.246,23.628,168.518,-1.8900000000000001,48.6,17.377,0.038,0.209,282.228,96.448,-5.595,28.031,2631.96,-1.5819999999999999,290.392,34.076,971.739,228.094,276.365,96.183,315.597,45.258,254.595,284.573,135.013,40.948,144.709,37.218,240.394,5.441,48.87,429.09,427.86,237.798
2020-03-09,2.863,0.053,0.848,67.152,82.437,603.072,383.835,306.844,522.087,525.72,338.525,5.707,239.208,310.513,-2.305,13.086,35.572,315.859,26.247,-7.25,49.772,25.446,325.457,-2.38,64.073,18.948,0.534,-0.196,351.861,124.359,-7.774,22.933,3112.372,-0.715,360.495,40.885,1108.957,380.07,410.967,112.252,416.515,55.95,306.467,365.31,162.057,51.705,173.059,54.23,279.63,5.708,67.84,486.973,488.565,282.675
2020-03-10,0.84,0.178,1.292,69.034,84.593,493.386,,296.789,511.356,515.371,325.972,6.918,238.547,310.54,-0.553,17.402,39.908,339.622,64.5,-3.39,,28.611,298.437,-0.095,65.817,21.99,0.725,1.681,340.451,126.396,-3.74,22.979,2925.012,0.301,350.22,45.104,1030.617,376.491,359.223,117.55,402.006,61.991,296.463,345.255,162.635,55.355,157.26,55.831,271.695,7.253,69.611,481.23,480.683,283.423
