,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID
Ticker,AM249660 Corp,AM249829 Corp,AM767513 Corp,AO044440 Corp,AO044441 Corp,AQ286676 Corp,AQ286717 Corp,AQ804746 Corp,AT621876 Corp,AT621983 Corp,AU669900 Corp,AU690552 Corp,AW852557 Corp,AZ187081 Corp,EF003854 Corp,EF005003 Corp,EF413043 Corp,EH973309 Corp,EI202130 Corp,EI277206 Corp,EI280468 Corp,EI333506 Corp,EI400413 Corp,EI447384 Corp,EI506702 Corp,EI551649 Corp,EI685910 Corp,EI827713 Corp,EJ516233 Corp,EJ699138 Corp,EJ734216 Corp,EJ734501 Corp,EJ891119 Corp,EK016196 Corp,EK024568 Corp,EK081094 Corp,EK089367 Corp,EK124413 Corp,EK144722 Corp,EK160676 Corp,EK261914 Corp,EK359206 Corp,EK612958 Corp,EK686365 Corp,EK946829 Corp,EK998300 Corp,JK609904 Corp,QJ858742 Corp,QZ515948 Corp,ZQ099072 Corp,ZR521373 Corp,ZR594518 Corp,ZR594522 Corp,ZS215020 Corp
Refdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,,,4.225,99.913,118.362,433.052,,376.945,565.816,562.036,437.402,13.618,,,1.105,26.185,27.445,479.269,28.57,4.149,38.61,47.095,296.618,-2.688,,14.888,3.582,-0.47500000000000003,465.734,155.662,-3.019,,1401.563,2.128,510.365,53.14,638.878,422.224,627.607,161.582,519.732,86.428,378.759,415.183,204.521,73.95,208.648,60.474,357.828,,,,,
2019-01-03,,,5.467,99.632,118.843,436.68,,385.014,574.561,570.21,452.085,15.527,,,-0.362,26.376,28.148,484.279,31.848,6.108,40.439,48.26,321.928,-1.347,,14.945,4.843,0.716,482.456,157.92,-2.422,,1477.055,3.427,529.119,52.736,653.857,435.071,651.083,168.278,535.787,88.28,386.577,423.878,212.088,75.341,219.818,60.774,364.715,,,,,
2019-01-04,,,7.086,100.281,119.24,436.973,,382.728,562.558,564.31,452.472,15.735,,,-0.546,27.707,28.286,478.886,32.192,6.713,42.862,48.969,319.444,-0.196,,15.752,5.321,0.875,481.905,164.845,-1.7850000000000001,,1483.63,3.599,527.103,53.376,651.407,430.487,650.335,175.762,525.947,88.961,382.974,420.957,233.814,75.652,230.249,61.458,362.122,,,,,
2019-01-07,,,8.197,102.909,123.308,436.684,,381.062,544.398,539.698,446.823,17.875,,,1.142,28.907,29.445,470.729,32.329,6.028,45.073,50.487,313.936,1.6800000000000002,,16.73,6.366,1.661,474.663,170.327,-1.8519999999999999,,1503.825,5.644,523.949,55.105,648.241,425.492,649.82,181.777,522.859,89.879,382.337,418.442,237.361,77.194,232.286,63.067,361.088,,,,,
2019-01-08,,,8.963,102.19,122.693,425.241,,374.99,550.722,553.118,436.392,19.883,,,0.5670000000000001,29.241,30.036,454.727,31.213,6.455,46.144,50.32,298.743,1.37,,16.654,7.683,3.659,465.759,169.245,-0.795,,1520.571,7.451,513.114,55.69,637.6,412.486,625.376,182.262,518.607,89.633,378.205,410.705,236.039,76.239,236.733,62.833,355.485,,,,,
2019-01-09,,,9.357,100.952,121.392,414.373,409.927,362.308,544.494,542.695,411.784,20.852,,,-1.659,28.156,29.144,445.054,34.27,7.023,44.703,49.277,292.155,1.839,,16.528,8.168,4.085,436.015,167.123,-0.531,,1499.092,8.78,477.431,54.091,625.119,402.723,557.499,181.611,505.168,88.258,367.226,394.161,236.149,74.574,239.354,61.448,345.86,,,,,
2019-01-10,,,9.391,100.127,120.27,425.025,427.377,359.106,554.229,553.439,415.119,21.22,,,-3.259,27.783,29.699,441.939,35.746,7.584,42.669,48.819,289.909,1.994,,17.251,8.153,4.315,436.606,166.308,-0.62,,1506.08,9.164,476.336,53.707,625.933,401.555,546.874,182.112,503.413,88.059,365.533,391.535,235.379,74.633,239.125,61.041,343.81,,,,,
2019-01-11,,,9.589,99.794,119.982,420.768,418.156,345.459,546.432,545.953,406.806,21.492,,,-3.559,28.321,30.075,435.678,36.311,7.507,41.682,48.608,285.327,2.02,,17.766,8.446,4.201,426.505,164.721,-0.762,,1524.003,9.634,454.968,53.799,618.531,394.781,507.697,181.724,490.762,88.075,352.898,376.821,234.841,75.326,235.931,60.608,334.09,,,,,
2019-01-14,,,9.482,100.416,120.705,426.17,428.817,347.165,551.491,550.318,416.79,21.517,,,-4.36,28.767,30.861,435.537,37.253,8.474,41.406,49.517,285.027,2.058,,18.155,8.406,4.07,433.013,163.685,-0.921,,1528.187,9.72,464.765,54.31,615.998,389.229,519.959,181.791,495.206,88.902,352.897,378.676,233.099,75.842,234.758,61.326,334.37,,,,,
2019-01-15,,,9.455,99.458,119.886,425.199,424.873,338.744,555.719,553.618,423.527,21.316,,,-4.781,27.642,29.296,423.701,35.483,6.864,40.972,48.714,257.737,1.572,,16.422,8.526,4.178,434.938,158.216,-1.411,,1531.61,9.423,467.08,53.597,601.957,370.092,507.798,177.13,488.302,87.368,344.432,369.11,230.541,74.506,231.308,60.389,329.019,,,,,
2019-01-16,,,9.537,99.922,119.774,423.428,422.45,326.654,551.183,550.079,413.77,21.313,,,-4.674,27.169,28.629,408.351,35.596,7.41,41.702,47.764,217.827,1.6840000000000002,,16.541,8.364,4.154,425.53,156.361,-1.219,,1521.166,9.718,457.724,53.94,574.129,346.517,468.202,176.109,463.586,87.252,329.636,351.217,230.838,73.076,230.203,60.612,318.812,,,,,
2019-01-17,,,9.2,100.713,120.816,421.618,418.509,326.149,553.857,552.811,417.172,21.33,,,-5.087,27.431,29.344,391.8,34.731,5.962,42.014,46.053,200.671,1.4929999999999999,,16.781,8.572,4.164,425.761,156.599,-1.472,,1502.243,9.454,459.179,54.358,569.183,331.845,466.569,176.131,457.925,86.835,324.776,347.7,229.245,72.741,228.872,61.061,317.693,,,,,
2019-01-18,,,9.07,100.352,120.969,409.978,403.065,317.173,549.737,547.333,403.792,20.696,,,-5.151,27.055,26.665,378.063,34.521,7.084,39.494,43.867,180.546,1.317,,16.186,8.598,4.08,413.195,152.733,-1.439,,1388.814,9.526,448.516,54.064,528.128,311.966,421.011,171.846,440.404,85.34,312.305,336.297,232.323,71.601,227.359,59.848,306.906,,,,,
2019-01-21,,,8.849,99.834,120.206,406.49,404.325,317.745,547.444,545.176,402.003,20.482,,,-4.936,26.487,24.774,376.589,34.045,8.327,40.228,41.719,179.647,1.3820000000000001,,15.159,8.33,3.947,409.232,150.606,-1.548,,1285.927,9.137,445.805,52.392,499.755,308.378,427.918,170.561,437.922,81.691,312.761,336.144,226.079,69.678,218.548,57.381,307.335,,,,,
2019-01-22,,,8.564,99.559,120.167,406.982,405.198,331.782,546.636,547.153,425.799,20.421,,,-4.735,26.414,24.279,384.296,31.508,6.318,39.547,40.967,183.571,0.924,,14.766,8.008,3.955,421.307,150.531,-1.899,,1295.122,9.149,455.723,51.668,507.742,307.769,446.939,170.329,445.549,79.677,322.011,347.033,226.232,69.229,218.954,55.309,315.105,,,,,
2019-01-23,,,8.727,100.462,121.23,402.723,405.235,334.098,553.305,553.003,425.519,20.202,,,-4.231,27.014,25.071,385.99,29.3,6.247,39.878,39.556,175.759,0.733,,15.515,8.259,4.003,425.704,151.085,-2.125,,1315.132,9.011,460.578,52.717,515.922,306.963,443.184,170.923,448.484,75.331,326.004,355.642,225.592,70.152,214.734,56.424,318.616,,,,,
2019-01-24,,,8.297,99.871,121.237,397.599,389.643,332.815,554.381,554.706,427.561,19.784,241.824,,-5.038,26.999,25.311,391.013,29.284,6.076,39.117,38.506,168.875,0.775,,15.81,8.184,3.932,429.909,146.76,-1.7610000000000001,,1316.801,9.146,458.91,52.127,516.578,309.038,434.71,167.815,442.53,71.805,323.618,354.445,233.47,69.986,211.849,55.213,317.708,,,,,
2019-01-25,,,8.275,100.528,121.993,393.359,389.313,327.96,549.355,549.152,407.811,19.648,241.359,,-5.429,26.351,24.568,387.047,27.842,5.497,39.152,36.132,168.136,0.544,,15.574,8.272,3.742,422.565,142.406,-1.832,,1307.386,8.847,449.358,51.898,515.619,303.099,412.091,163.474,427.278,69.647,316.871,346.738,,68.65,209.826,55.477,312.932,,,,,
2019-01-28,,,7.642,100.7,121.794,391.188,387.812,331.769,552.522,552.266,405.442,19.397,241.932,,-5.423,26.544,24.447,386.334,28.71,6.226,39.107,35.165,165.658,0.18,,16.122,7.606,3.414,419.38,142.296,-2.761,,1307.4,8.641,445.958,52.004,519.306,302.032,431.784,163.405,425.192,68.98,317.045,350.815,232.513,68.305,208.89,55.754,314.99,,,,,
2019-01-29,,,7.772,101.664,122.79,389.76,387.882,333.825,555.985,556.104,411.009,19.228,242.988,,-4.094,27.319,25.121,386.875,28.151,3.7720000000000002,37.254,34.724,166.276,0.224,,16.924,7.492,3.5300000000000002,423.856,143.08,-2.606,,1303.819,8.399000000000001,448.528,51.859,521.771,303.093,437.373,165.097,422.321,68.121,318.001,354.081,232.657,68.879,206.437,55.621,317.296,,,,,
2019-01-30,,,7.276,100.719,122.291,385.776,379.972,335.143,556.332,557.494,404.275,18.227,232.998,,-4.105,27.566,22.812,385.413,26.976,4.346,37.56,32.634,162.442,-0.294,,16.891,7.308,3.365,419.784,143.117,-3.551,,1292.719,7.541,441.54,50.759,518.888,299.756,435.374,164.715,416.892,66.685,316.658,353.604,,68.609,206.114,53.847,318.199,,,,,
2019-01-31,,,6.411,93.47,115.266,372.301,366.268,332.589,546.823,546.214,385.708,17.426,222.059,,-3.786,27.622,20.555,385.451,25.599,4.292,38.684,31.727,153.305,-0.791,,15.924,7.075,2.306,397.97,140.838,-4.797,,1365.652,7.096,422.403,46.956,510.174,294.476,430.083,162.634,398.847,64.593,311.523,344.731,,68.278,200.072,50.789,314.537,,,,,
2019-02-01,,,5.888,86.71,110.098,364.809,361.183,330.322,533.632,531.753,383.898,16.913,219.128,,-5.27,25.42,16.645,382.01,25.395,2.6470000000000002,38.165,28.419,144.417,-0.8240000000000001,,12.746,6.692,1.887,396.31,138.042,-5.029,,1199.627,6.692,420.965,43.565,505.432,290.878,446.661,160.21,390.305,59.675,310.064,341.753,,65.018,200.745,46.813,311.05,,,,,
2019-02-04,,,5.683,84.157,106.855,360.19,358.959,330.418,534.347,530.476,384.412,16.773,213.858,,-4.6690000000000005,25.789,14.377,379.07,23.652,2.451,39.283,26.735,138.615,-1.284,,11.398,6.768,1.88,394.279,138.177,-5.661,,1284.152,6.606,418.905,41.714,500.675,287.455,450.349,160.962,383.488,57.524,308.777,341.817,,62.153,200.138,44.382,310.498,,,,,
2019-02-05,,,5.242,81.161,102.364,349.968,350.059,329.543,515.763,515.657,375.316,16.218,206.988,,-4.476,25.532,10.856,374.555,20.116,3.459,37.79,24.025,132.452,-2.054,,9.172,6.11,1.752,389.482,137.587,-5.495,,1251.812,6.166,411.985,37.894,493.35,281.898,439.819,160.253,377.337,51.396,306.248,338.72,199.75,58.493,200.367,41.547,309.026,,,,,
2019-02-06,,,4.441,79.002,99.583,344.405,340.651,327.33,516.851,516.663,372.104,14.891,199.3,,-3.7199999999999998,24.488,7.487,369.307,20.21,1.957,35.85,20.795,118.641,-2.436,,8.492,5.355,1.152,385.739,137.03,-6.211,,1237.029,4.96,409.437,36.312,484.427,272.025,440.598,159.472,373.203,48.103,305.292,334.273,207.044,56.835,199.133,38.439,307.591,,,,,
2019-02-07,,,4.302,76.886,97.85,344.634,341.26,336.065,533.204,527.721,396.421,14.57,199.618,,-3.8120000000000003,23.59,6.509,371.828,22.168,2.54,35.201,20.959,114.684,-2.393,,7.614,5.074,0.96,406.362,136.914,-6.228,,1252.441,4.658,434.647,33.565,499.715,272.131,457.745,159.116,380.361,46.112,312.756,341.037,205.832,54.199,198.255,37.457,314.151,,,,,
2019-02-08,,,3.983,77.762,98.459,347.026,342.764,341.048,538.038,532.495,408.141,14.48,205.675,,-0.9510000000000001,24.681,7.547,378.256,22.082,2.636,35.377,23.194,123.806,-3.146,,8.429,4.961,0.842,419.72,138.342,-6.856,,1263.417,4.3870000000000005,449.681,35.05,512.293,281.504,468.719,160.673,384.709,48.613,317.986,345.805,206.097,56.031,198.734,38.595,318.629,,,,,
2019-02-11,,,3.742,77.927,99.345,343.666,344.608,339.831,536.394,530.42,402.96,14.64,209.572,,-0.988,25.21,7.729,375.812,24.001,1.483,35.44,24.297,122.553,-3.346,,8.793,4.878,0.451,416.819,138.896,-6.567,,1267.212,4.499,448.309,35.791,514.545,281.142,470.425,160.84,383.138,50.538,316.581,344.118,199.397,57.206,194.587,38.84,317.73,,,,,
2019-02-12,,,3.569,76.931,98.196,342.034,338.626,330.286,532.233,526.27,386.224,14.112,208.793,,-1.2429999999999999,25.882,8.169,376.943,24.559,2.364,34.166,25.472,122.758,-3.2880000000000003,,8.327,4.355,0.328,394.705,139.237,-6.587,,1253.975,4.207,428.465,34.781,509.599,280.701,466.92,160.897,376.999,51.004,305.499,328.371,199.656,56.954,198.771,37.656,310.141,,,,,
2019-02-13,,,3.416,75.766,96.716,339.357,338.723,323.794,532.731,527.877,365.851,13.978,204.389,,-3.337,25.515,8.103,376.992,22.299,1.6139999999999999,33.619,25.087,122.671,-3.686,,8.372,4.199,0.279,363.993,137.796,-6.977,,1255.099,4.085,400.527,33.457,505.662,279.654,465.735,159.906,368.847,50.51,297.641,319.643,198.813,56.657,198.338,36.036,306.102,,,,,
2019-02-14,,,3.459,74.772,95.641,338.37,333.726,325.681,537.079,532.155,394.716,13.979,190.532,,-4.212,25.218,8.286,377.571,21.516,0.9570000000000001,33.154,23.94,120.8,-3.8689999999999998,,8.841,4.225,0.241,391.95,137.086,-6.92,,1255.518,4.038,431.124,32.442,504.092,279.091,468.342,160.216,366.918,49.731,298.448,320.741,199.3,55.654,196.558,34.501,307.351,,,,,
2019-02-15,,,3.6189999999999998,74.077,95.051,334.308,333.188,326.909,534.195,529.451,371.904,13.877,188.96,,-3.761,24.495,8.277,376.962,20.142,0.554,33.881,23.056,120.677,-3.658,,8.728,4.428,0.507,382.983,137.295,-7.08,,1253.154,3.811,422.449,31.645,503.127,279.009,474.066,160.501,369.711,48.833,299.591,322.089,199.312,55.33,197.008,33.732,308.232,,,,,
2019-02-18,,,3.511,73.251,94.391,331.846,333.702,323.171,530.026,526.208,368.942,13.712,188.44,,-3.776,22.765,7.479,377.076,18.572,0.548,34.755,20.923000000000002,118.275,-3.955,,7.827,4.071,0.452,376.068,137.105,-7.131,,1245.899,4.016,415.836,30.761,500.06,277.221,466.347,158.778,364.159,46.933,295.524,317.866,199.605,53.362,193.725,32.753,305.772,,,,,
2019-02-19,,,3.558,73.936,95.15,330.976,329.281,323.596,524.776,525.933,361.8,13.592,188.305,,-3.218,22.958,7.987,376.162,17.186,0.031,34.845,21.125,117.312,-4.073,,8.746,3.92,0.303,370.102,137.204,-7.251,,1238.778,3.839,410.768,31.836,491.174,271.543,463.66,158.289,360.317,46.895,294.774,317.158,199.773,53.174,193.816,33.304,305.756,,,,,
2019-02-20,,,3.356,75.166,96.581,329.65,329.164,323.834,523.402,524.994,367.789,13.366,188.975,,-3.049,22.784,8.006,375.301,16.984,-0.639,33.825,21.759,118.738,-4.085,,8.606,3.887,0.129,375.357,136.78,-7.573,,1245.672,3.716,414.581,33.39,483.296,271.166,464.547,156.398,361.227,47.493,292.735,316.759,199.851,53.459,193.754,33.824,306.423,,,,,
2019-02-21,,,3.241,76.114,97.883,327.524,324.775,322.228,531.487,525.506,373.735,13.38,190.075,,-3.732,22.593,8.554,370.306,17.44,-0.012,34.932,22.086,110.676,-4.146,,9.333,3.998,0.212,377.77,136.478,-7.301,,1242.231,3.608,415.209,34.266,462.091,263.665,463.983,155.537,359.634,47.863,289.694,314.96,201.271,54.079,194.711,34.636,304.433,,,,,
2019-02-22,,,3.185,76.051,97.824,326.907,324.565,323.898,537.062,529.932,376.25,13.503,190.238,,-3.9699999999999998,22.2,8.159,370.522,16.605,-0.903,34.491,20.754,109.496,-4.394,,9.003,3.935,0.164,380.522,135.011,-7.4,,1239.073,3.6550000000000002,417.925,33.939,460.441,263.375,462.409,154.563,362.499,46.644,291.962,317.238,201.055,53.237,194.343,33.865,306.23,,,,,
2019-02-25,,,3.091,77.058,98.857,322.889,321.183,321.275,533.256,526.244,364.83,13.276,191.625,,-3.356,22.453,8.578,366.96,16.721,-0.357,34.007,20.258,104.382,-4.217,,9.369,3.127,0.196,374.343,134.383,-7.248,,1228.806,3.723,407.823,34.271,439.17,259.324,447.499,153.469,356.794,46.706,287.503,313.893,199.13,53.788,193.657,34.596,303.44,,,,,
2019-02-26,,,3.1310000000000002,77.458,98.912,319.221,316.028,318.901,520.786,521.53,349.853,13.435,188.162,,-3.298,21.931,7.8870000000000005,361.917,15.866,-0.858,32.745,19.63,100.84,-4.526,,9.337,3.8970000000000002,0.18,356.716,132.39,-7.24,,1193.631,3.798,393.067,34.714,425.778,256.376,433.88,149.143,355.669,45.634,285.878,311.229,201.0,53.369,192.726,34.794,301.382,,,,,
2019-02-27,,,3.073,76.975,98.089,310.356,309.816,311.731,516.618,516.541,343.964,13.197,185.956,,-3.218,21.609,7.5600000000000005,356.098,16.373,-0.987,32.233,18.766,99.21,-4.54,,8.975,3.8120000000000003,0.194,352.953,129.551,-7.216,,1157.284,3.593,388.538,34.291,403.27,245.288,429.789,144.281,350.054,44.335,277.899,303.935,198.769,52.51,193.241,34.4,294.968,,,,,
2019-02-28,,,2.976,75.922,97.609,308.435,310.147,305.193,514.687,515.078,343.389,13.129,185.458,,-3.959,21.687,7.799,351.136,16.138,-0.487,32.455,17.995,96.499,-4.691,,9.437,3.5789999999999997,-0.08700000000000001,353.668,126.792,-7.681,,1146.545,3.491,388.71,34.62,398.771,241.221,415.461,140.999,346.313,44.198,272.356,297.599,196.15,52.064,191.701,34.203,289.24,,,,,
2019-03-01,,,2.7880000000000003,75.406,96.89,305.533,,302.668,513.677,513.793,354.479,12.857,184.241,,-3.7880000000000003,21.312,6.853,346.935,16.248,-1.009,32.032,18.601,90.916,-4.523,,9.252,3.252,0.08,365.309,124.069,-7.655,,1147.644,3.352,401.472,33.898,400.241,233.631,412.29,137.523,347.378,43.516,271.504,295.848,191.231,51.263,186.495,33.402,287.537,,,,,
2019-03-04,,,2.705,75.248,96.811,318.863,314.526,305.078,513.343,513.725,357.618,12.979,182.572,,-3.669,20.91,5.034,338.101,16.452,-0.669,33.025,18.46,82.787,-4.3629999999999995,,7.886,3.616,0.101,368.815,124.004,-7.732,,1149.077,3.501,405.125,33.044,399.246,223.968,415.803,135.917,348.269,43.016,273.081,297.9,191.334,50.198,185.193,32.597,289.408,,,,,
2019-03-05,,,2.599,75.674,97.125,320.256,314.715,307.692,511.125,511.477,359.85,12.863,183.574,,-3.36,20.549,5.73,334.527,17.371,0.006,34.041,18.953,82.895,-4.341,,7.853,3.656,0.097,373.235,126.226,-7.916,,1149.395,3.634,410.446,33.953,397.198,222.671,425.657,136.195,352.547,43.499,276.322,302.812,191.343,51.688,186.352,32.883,291.016,,,,,
2019-03-06,,,2.431,76.271,97.771,321.752,318.053,317.029,517.647,520.032,368.15,12.858,188.942,,-4.162,20.754,6.324,335.788,16.72,-1.528,34.791,19.534,86.753,-4.674,,8.151,3.379,-0.053,386.025,130.116,-7.651,,1152.275,3.436,422.331,34.176,402.332,222.609,435.091,138.189,363.926,44.038,286.541,313.956,191.441,51.231,186.567,32.899,298.991,,,,,
2019-03-07,,,2.188,77.084,98.972,326.716,325.669,326.073,526.539,528.342,371.969,12.825,198.667,,-5.992,20.638,6.734,339.837,16.273,-0.11,34.319,20.129,87.383,-5.077,,7.696,3.333,-0.222,392.469,130.345,-8.284,,1147.343,2.907,428.177,34.245,416.699,226.213,435.031,136.773,377.132,44.955,295.918,321.784,189.337,51.695,188.684,33.906,307.509,,,,,
2019-03-08,,,2.279,80.637,102.015,332.855,332.352,336.433,536.226,534.139,376.387,12.506,223.625,,-5.845,22.27,8.924,337.519,20.464,1.479,36.28,22.003,84.802,-4.787,,9.552,3.3609999999999998,-0.158,394.969,134.179,-7.956,,1153.122,2.878,433.159,36.547,424.952,226.15,446.386,138.517,387.807,46.057,304.411,335.16,178.664,53.069,189.624,36.117,318.323,,,,,
2019-03-11,,,2.056,79.91,101.992,340.726,342.299,331.688,535.927,532.648,366.862,12.492,220.402,,-5.782,20.917,8.324,338.266,16.956,-1.431,34.842,21.38,85.531,-5.162,,8.724,3.021,-0.28,388.501,133.248,-8.932,,1157.778,2.9699999999999998,425.812,35.755,409.323,224.95,440.793,137.335,383.164,45.504,301.23,330.053,184.934,51.622,188.433,35.704,315.02,,,,,
2019-03-12,,,1.728,77.928,100.351,336.529,338.754,318.581,525.68,528.116,357.229,12.137,213.84,,-5.023,19.676,7.1,325.894,15.579,-0.47100000000000003,33.928,19.677,84.199,-5.545,,7.276,2.858,-0.47200000000000003,380.142,131.002,-8.786,,1108.108,2.779,415.007,34.889,394.121,213.221,423.579,134.98,369.909,44.233,290.866,311.757,180.474,49.769,187.804,34.649,305.819,,,,,
2019-03-13,,,1.759,77.749,100.016,336.971,338.773,307.229,519.698,522.82,346.869,12.28,206.928,,-7.503,18.685,6.9,318.106,16.734,0.642,32.749,19.233,80.4,-5.517,,6.839,2.598,-0.736,370.166,127.374,-9.473,,1068.327,2.7439999999999998,408.426,33.895,376.851,209.365,407.245,131.844,359.703,43.414,283.391,301.398,178.32,48.242,187.865,34.344,297.557,,,,,
2019-03-14,,,1.689,77.532,100.011,332.964,332.448,294.66,517.647,518.567,330.782,12.028,203.904,,-6.963,17.393,6.462,309.275,14.372,-1.694,29.91,18.467,77.991,-5.728,,6.758,2.492,-1.321,359.515,124.123,-9.57,,1003.207,2.507,396.926,33.534,385.417,205.213,395.706,129.266,348.854,40.887,275.721,289.911,177.059,44.807,184.765,33.354,288.62,,,,,
2019-03-15,,,1.387,76.464,98.75,334.307,331.518,288.273,517.25,517.671,328.693,12.019,200.563,,-6.819,17.435,7.047,308.399,13.83,-1.832,30.942,18.576,71.482,-5.475,,6.575,2.448,-1.17,359.073,122.089,-9.992,,1019.117,2.558,396.475,33.165,405.482,203.624,391.201,128.595,342.548,40.035,271.374,285.674,175.015,42.916,176.506,31.949,281.18,,,,,
2019-03-18,,,1.569,76.467,98.864,333.965,333.448,285.946,515.984,516.806,325.142,11.999,197.414,,-5.866,17.006,8.126,304.79,12.319,-0.9570000000000001,30.849,17.767,74.19,-5.745,,7.151,2.55,-1.237,354.419,122.204,-10.512,,1051.64,2.697,390.296,32.065,419.913,198.175,383.123,129.44,340.115,38.183,269.946,282.676,175.538,41.533,180.587,30.651,279.104,,,,,
2019-03-19,,,1.158,76.744,98.12,331.329,331.41,283.7,512.72,513.859,325.969,11.786,193.289,,-6.046,16.565,7.639,298.863,12.541,-2.368,31.052,17.512,68.703,-6.006,,6.424,1.677,-1.612,355.82,120.851,-10.597,,1064.004,2.297,389.292,31.027,429.601,191.363,387.195,128.143,337.734,35.872,266.348,278.961,177.846,38.941,184.389,30.219,276.824,,,,,
2019-03-20,,,0.577,76.629,96.788,333.166,334.661,290.906,521.539,522.468,337.049,11.132,192.595,,-6.283,15.984,7.697,296.059,12.901,-4.068,30.206,16.869,70.382,-6.608,,5.9,0.888,-2.072,365.633,120.727,-11.295,,1112.12,2.046,400.261,31.024,439.801,193.901,406.769,127.862,345.714,35.546,270.312,287.656,184.534,38.454,184.65,29.638,282.165,,,,,
2019-03-21,,,0.559,76.408,96.906,334.736,334.575,298.623,538.395,532.283,339.776,10.706,188.684,,-8.509,14.25,6.2620000000000005,294.297,11.414,-3.556,31.353,16.182,69.138,-6.721,,4.126,0.709,-2.12,369.66,120.073,-11.607,,1138.945,1.897,405.872,29.764,452.568,188.785,410.566,127.3,353.237,34.189,278.69,295.553,186.566,36.614,184.479,28.75,288.962,,,,,
2019-03-22,,,0.425,75.94,97.31,337.016,340.907,312.304,538.287,540.177,344.123,10.239,187.318,,-8.555,13.478,5.361,298.206,11.654,-3.711,32.258,15.884,69.21,-6.414,,3.465,1.564,-2.154,373.419,120.983,-11.809,,1150.62,1.681,408.793,29.205,459.015,191.393,429.829,127.727,365.331,34.133,287.421,308.867,186.673,36.037,183.906,28.202,299.25,,,,,
2019-03-25,,,0.527,76.596,97.418,340.073,340.119,320.121,542.192,544.988,350.593,10.116,193.871,,-7.552,13.314,5.5809999999999995,299.129,13.678,-2.303,32.447,18.324,74.042,-6.776,,3.942,0.593,-1.966,377.13,123.779,-11.581,,1169.414,1.569,413.032,29.689,463.331,195.355,444.707,130.662,371.957,38.501,293.326,317.659,186.016,37.051,183.2,28.663,304.929,,,,,
2019-03-26,,,0.315,75.959,97.939,339.443,339.755,314.976,539.943,542.966,333.586,9.915,180.939,,-8.11,13.141,4.989,296.648,11.79,-3.151,32.963,18.251,72.531,-6.633,,3.474,0.606,-1.9729999999999999,365.46,123.017,-11.532,,1166.576,1.422,398.633,28.818,456.63,193.131,430.818,129.06,367.655,37.617,289.483,313.764,,35.802,187.284,28.234,301.324,,,,,
2019-03-27,,,0.551,76.916,97.601,338.973,338.719,319.107,550.872,553.321,334.894,10.142,179.99,,-7.604,12.348,4.884,301.52,11.481,-3.134,31.806,18.651,77.462,-6.747,,2.644,0.392,-2.162,365.87,123.191,-11.816,,1180.977,1.3900000000000001,399.845,29.332,463.015,199.542,433.721,128.198,371.879,38.087,294.141,316.81,190.281,36.273,184.392,28.645,305.862,,,,,
2019-03-28,,,0.352,75.675,96.536,340.503,341.881,316.337,542.659,534.54,325.803,9.91,174.412,,-8.564,12.852,4.923,298.257,11.997,-3.005,31.949,19.121,74.279,-6.461,,2.7720000000000002,0.35100000000000003,-2.075,360.24,122.067,-11.557,,1178.18,1.348,393.314,28.828,463.676,196.244,429.517,128.184,368.581,37.519,290.444,313.502,190.397,34.985,187.778,27.935,302.95,,,,,
2019-03-29,,,0.12,73.767,93.101,339.409,340.869,311.329,514.012,512.664,319.505,9.757,160.982,,-9.471,12.49,3.509,294.153,11.345,-2.167,30.952,17.826,70.569,-6.608,,1.309,0.487,-1.799,353.898,119.612,-11.618,,1185.363,1.059,385.263,25.028,461.928,194.428,414.0,126.82,364.597,35.004,285.973,309.277,185.523,31.956,184.35,25.986,297.996,,,,,
2019-04-01,,,0.027,73.583,92.401,333.448,337.637,300.112,506.439,504.493,307.11,9.483,144.812,,-6.469,13.156,3.169,282.547,11.375,-2.456,30.757,19.162,71.904,-6.62,,0.842,0.41400000000000003,-1.924,340.328,118.074,-11.798,,1179.252,1.204,366.905,23.32,458.541,189.995,398.501,124.623,353.47,32.996,273.178,295.711,187.156,30.478,181.575,26.25,286.896,,,,,
