,Refdate,Ticker,Z_SPRD_MID,AMT_OUTSTANDING,Base
2565,2019-04-18,AX644490 Corp,647.911,1000000000,648911000000.0
2568,2019-04-23,AX644490 Corp,653.903,1000000000,654903000000.0
2569,2019-04-24,AX644490 Corp,662.403,1000000000,663403000000.0
2570,2019-04-25,AX644490 Corp,671.569,1000000000,672569000000.0
2571,2019-04-26,AX644490 Corp,669.98,1000000000,670980000000.0
2572,2019-04-29,AX644490 Corp,647.734,1000000000,648734000000.0
2573,2019-04-30,AX644490 Corp,642.312,1000000000,643312000000.0
2575,2019-05-02,AX644490 Corp,638.191,1000000000,639191000000.0
2576,2019-05-03,AX644490 Corp,639.47,1000000000,640470000000.0
2577,2019-05-06,AX644490 Corp,641.606,1000000000,642606000000.0
2578,2019-05-07,AX644490 Corp,669.508,1000000000,670508000000.0
2579,2019-05-08,AX644490 Corp,683.509,1000000000,684509000000.0
2580,2019-05-09,AX644490 Corp,702.101,1000000000,703101000000.0
2581,2019-05-10,AX644490 Corp,687.251,1000000000,688251000000.0
2582,2019-05-13,AX644490 Corp,705.963,1000000000,706963000000.0
2583,2019-05-14,AX644490 Corp,699.594,1000000000,700594000000.0
2584,2019-05-15,AX644490 Corp,710.713,1000000000,711713000000.0
2585,2019-05-16,AX644490 Corp,690.357,1000000000,691357000000.0
2586,2019-05-17,AX644490 Corp,696.711,1000000000,697711000000.0
2587,2019-05-20,AX644490 Corp,703.225,1000000000,704225000000.0
2588,2019-05-21,AX644490 Corp,703.579,1000000000,704579000000.0
2589,2019-05-22,AX644490 Corp,714.669,1000000000,715669000000.0
2590,2019-05-23,AX644490 Corp,733.379,1000000000,734379000000.0
2591,2019-05-24,AX644490 Corp,726.136,1000000000,727136000000.0
2592,2019-05-27,AX644490 Corp,729.168,1000000000,730168000000.0
2593,2019-05-28,AX644490 Corp,739.198,1000000000,740198000000.0
2594,2019-05-29,AX644490 Corp,746.831,1000000000,747831000000.0
2595,2019-05-30,AX644490 Corp,738.44,1000000000,739440000000.0
2596,2019-05-31,AX644490 Corp,745.867,1000000000,746867000000.0
2597,2019-06-03,AX644490 Corp,746.083,1000000000,747083000000.0
2598,2019-06-04,AX644490 Corp,720.684,1000000000,721684000000.0
2599,2019-06-05,AX644490 Corp,723.779,1000000000,724779000000.0
2600,2019-06-06,AX644490 Corp,720.469,1000000000,721469000000.0
2601,2019-06-07,AX644490 Corp,713.063,1000000000,714063000000.0
2602,2019-06-10,AX644490 Corp,703.985,1000000000,704985000000.0
2603,2019-06-11,AX644490 Corp,704.625,1000000000,705625000000.0
2604,2019-06-12,AX644490 Corp,713.732,1000000000,714732000000.0
2605,2019-06-13,AX644490 Corp,713.328,1000000000,714328000000.0
2606,2019-06-14,AX644490 Corp,715.33,1000000000,716330000000.0
2607,2019-06-17,AX644490 Corp,712.34,1000000000,713340000000.0
2608,2019-06-18,AX644490 Corp,682.333,1000000000,683333000000.0
2609,2019-06-19,AX644490 Corp,656.324,1000000000,657324000000.0
2610,2019-06-20,AX644490 Corp,644.661,1000000000,645661000000.0
2611,2019-06-21,AX644490 Corp,659.611,1000000000,660611000000.0
2612,2019-06-24,AX644490 Corp,662.639,1000000000,663639000000.0
2613,2019-06-25,AX644490 Corp,676.299,1000000000,677299000000.0
2614,2019-06-26,AX644490 Corp,673.341,1000000000,674341000000.0
2615,2019-06-27,AX644490 Corp,669.245,1000000000,670245000000.0
2616,2019-06-28,AX644490 Corp,657.43,1000000000,658430000000.0
2617,2019-07-01,AX644490 Corp,646.198,1000000000,647198000000.0
2618,2019-07-02,AX644490 Corp,639.254,1000000000,640254000000.0
2619,2019-07-03,AX644490 Corp,617.549,1000000000,618549000000.0
2620,2019-07-04,AX644490 Corp,608.467,1000000000,609467000000.0
2621,2019-07-05,AX644490 Corp,612.675,1000000000,613675000000.0
2622,2019-07-08,AX644490 Corp,644.964,1000000000,645964000000.0
2623,2019-07-09,AX644490 Corp,647.229,1000000000,648229000000.0
2624,2019-07-10,AX644490 Corp,632.09,1000000000,633090000000.0
2625,2019-07-11,AX644490 Corp,612.773,1000000000,613773000000.0
2626,2019-07-12,AX644490 Corp,609.735,1000000000,610735000000.0
2627,2019-07-15,AX644490 Corp,613.614,1000000000,614614000000.0
2628,2019-07-16,AX644490 Corp,613.913,1000000000,614913000000.0
2629,2019-07-17,AX644490 Corp,625.602,1000000000,626602000000.0
2630,2019-07-18,AX644490 Corp,630.256,1000000000,631256000000.0
2631,2019-07-19,AX644490 Corp,612.269,1000000000,613269000000.0
2632,2019-07-22,AX644490 Corp,611.952,1000000000,612952000000.0
2633,2019-07-23,AX644490 Corp,598.302,1000000000,599302000000.0
2634,2019-07-24,AX644490 Corp,591.36,1000000000,592360000000.0
2635,2019-07-25,AX644490 Corp,588.305,1000000000,589305000000.0
2636,2019-07-26,AX644490 Corp,593.324,1000000000,594324000000.0
2637,2019-07-29,AX644490 Corp,599.376,1000000000,600376000000.0
2638,2019-07-30,AX644490 Corp,617.632,1000000000,618632000000.0
2639,2019-07-31,AX644490 Corp,620.871,1000000000,621871000000.0
2640,2019-08-01,AX644490 Corp,624.885,1000000000,625885000000.0
2641,2019-08-02,AX644490 Corp,643.899,1000000000,644899000000.0
2642,2019-08-05,AX644490 Corp,660.519,1000000000,661519000000.0
2643,2019-08-06,AX644490 Corp,653.252,1000000000,654252000000.0
2644,2019-08-07,AX644490 Corp,656.787,1000000000,657787000000.0
2645,2019-08-08,AX644490 Corp,654.886,1000000000,655886000000.0
2646,2019-08-09,AX644490 Corp,682.558,1000000000,683558000000.0
2647,2019-08-12,AX644490 Corp,688.336,1000000000,689336000000.0
2648,2019-08-13,AX644490 Corp,692.8,1000000000,693800000000.0
2649,2019-08-14,AX644490 Corp,700.939,1000000000,701939000000.0
2650,2019-08-15,AX644490 Corp,712.057,1000000000,713057000000.0
2651,2019-08-16,AX644490 Corp,703.958,1000000000,704958000000.0
2652,2019-08-19,AX644490 Corp,681.236,1000000000,682236000000.0
2653,2019-08-20,AX644490 Corp,674.599,1000000000,675599000000.0
2654,2019-08-21,AX644490 Corp,646.453,1000000000,647453000000.0
2655,2019-08-22,AX644490 Corp,626.741,1000000000,627741000000.0
2656,2019-08-23,AX644490 Corp,628.471,1000000000,629471000000.0
2657,2019-08-26,AX644490 Corp,630.267,1000000000,631267000000.0
2658,2019-08-27,AX644490 Corp,627.105,1000000000,628105000000.0
2659,2019-08-28,AX644490 Corp,625.322,1000000000,626322000000.0
2660,2019-08-29,AX644490 Corp,616.054,1000000000,617054000000.0
2661,2019-08-30,AX644490 Corp,617.605,1000000000,618605000000.0
2662,2019-09-02,AX644490 Corp,613.262,1000000000,614262000000.0
2663,2019-09-03,AX644490 Corp,613.642,1000000000,614642000000.0
2664,2019-09-04,AX644490 Corp,593.873,1000000000,594873000000.0
2665,2019-09-05,AX644490 Corp,582.959,1000000000,583959000000.0
2666,2019-09-06,AX644490 Corp,589.198,1000000000,590198000000.0
2667,2019-09-09,AX644490 Corp,593.199,1000000000,594199000000.0
2668,2019-09-10,AX644490 Corp,596.927,1000000000,597927000000.0
2669,2019-09-11,AX644490 Corp,598.127,1000000000,599127000000.0
2670,2019-09-12,AX644490 Corp,561.966,1000000000,562966000000.0
2671,2019-09-13,AX644490 Corp,550.344,1000000000,551344000000.0
2672,2019-09-16,AX644490 Corp,555.014,1000000000,556014000000.0
2673,2019-09-17,AX644490 Corp,568.38,1000000000,569380000000.0
2674,2019-09-18,AX644490 Corp,574.453,1000000000,575453000000.0
2675,2019-09-19,AX644490 Corp,569.457,1000000000,570457000000.0
2676,2019-09-20,AX644490 Corp,556.974,1000000000,557974000000.0
2677,2019-09-23,AX644490 Corp,564.195,1000000000,565195000000.0
2678,2019-09-24,AX644490 Corp,566.284,1000000000,567284000000.0
2679,2019-09-25,AX644490 Corp,573.045,1000000000,574045000000.0
2680,2019-09-26,AX644490 Corp,572.917,1000000000,573917000000.0
2681,2019-09-27,AX644490 Corp,575.851,1000000000,576851000000.0
2682,2019-09-30,AX644490 Corp,576.699,1000000000,577699000000.0
2683,2019-10-01,AX644490 Corp,566.564,1000000000,567564000000.0
2684,2019-10-02,AX644490 Corp,573.866,1000000000,574866000000.0
2685,2019-10-03,AX644490 Corp,585.106,1000000000,586106000000.0
2686,2019-10-04,AX644490 Corp,587.837,1000000000,588837000000.0
2687,2019-10-07,AX644490 Corp,586.624,1000000000,587624000000.0
2688,2019-10-08,AX644490 Corp,593.105,1000000000,594105000000.0
2689,2019-10-09,AX644490 Corp,593.682,1000000000,594682000000.0
2690,2019-10-10,AX644490 Corp,579.378,1000000000,580378000000.0
2691,2019-10-11,AX644490 Corp,547.372,1000000000,548371999999.99994
2692,2019-10-14,AX644490 Corp,546.199,1000000000,547198999999.99994
2693,2019-10-15,AX644490 Corp,532.383,1000000000,533383000000.00006
2694,2019-10-16,AX644490 Corp,525.626,1000000000,526626000000.0
2695,2019-10-17,AX644490 Corp,524.125,1000000000,525125000000.0
2696,2019-10-18,AX644490 Corp,520.255,1000000000,521255000000.0
2697,2019-10-21,AX644490 Corp,511.289,1000000000,512289000000.0
2698,2019-10-22,AX644490 Corp,508.033,1000000000,509033000000.0
2699,2019-10-23,AX644490 Corp,509.106,1000000000,510106000000.0
2700,2019-10-24,AX644490 Corp,496.556,1000000000,497556000000.0
2701,2019-10-25,AX644490 Corp,487.919,1000000000,488919000000.0
2702,2019-10-28,AX644490 Corp,489.77,1000000000,490770000000.0
2703,2019-10-29,AX644490 Corp,502.312,1000000000,503312000000.0
2704,2019-10-30,AX644490 Corp,510.788,1000000000,511788000000.0
2705,2019-10-31,AX644490 Corp,510.995,1000000000,511995000000.0
2706,2019-11-01,AX644490 Corp,506.526,1000000000,507526000000.0
2707,2019-11-04,AX644490 Corp,494.255,1000000000,495255000000.0
2708,2019-11-05,AX644490 Corp,489.605,1000000000,490605000000.0
2709,2019-11-06,AX644490 Corp,491.596,1000000000,492596000000.0
2710,2019-11-07,AX644490 Corp,481.965,1000000000,482965000000.0
2711,2019-11-08,AX644490 Corp,493.079,1000000000,494079000000.0
2712,2019-11-11,AX644490 Corp,500.745,1000000000,501745000000.0
2713,2019-11-12,AX644490 Corp,504.856,1000000000,505856000000.0
2714,2019-11-13,AX644490 Corp,518.444,1000000000,519443999999.99994
2715,2019-11-14,AX644490 Corp,527.242,1000000000,528241999999.99994
2716,2019-11-15,AX644490 Corp,527.279,1000000000,528279000000.0
2717,2019-11-18,AX644490 Corp,520.552,1000000000,521552000000.0
2718,2019-11-19,AX644490 Corp,511.503,1000000000,512502999999.99994
2719,2019-11-20,AX644490 Corp,514.601,1000000000,515601000000.0
2720,2019-11-21,AX644490 Corp,509.83,1000000000,510830000000.0
2721,2019-11-22,AX644490 Corp,506.494,1000000000,507494000000.0
2722,2019-11-25,AX644490 Corp,495.35,1000000000,496350000000.0
2723,2019-11-26,AX644490 Corp,488.98,1000000000,489980000000.0
2724,2019-11-27,AX644490 Corp,482.538,1000000000,483538000000.0
2725,2019-11-28,AX644490 Corp,480.566,1000000000,481566000000.0
2726,2019-11-29,AX644490 Corp,474.591,1000000000,475591000000.0
2727,2019-12-02,AX644490 Corp,472.646,1000000000,473646000000.0
2728,2019-12-03,AX644490 Corp,483.088,1000000000,484088000000.0
2729,2019-12-04,AX644490 Corp,478.478,1000000000,479478000000.0
2730,2019-12-05,AX644490 Corp,469.695,1000000000,470695000000.0
2731,2019-12-06,AX644490 Corp,462.708,1000000000,463708000000.0
2732,2019-12-09,AX644490 Corp,461.703,1000000000,462703000000.0
2733,2019-12-10,AX644490 Corp,459.139,1000000000,460139000000.0
2734,2019-12-11,AX644490 Corp,460.798,1000000000,461798000000.0
2735,2019-12-12,AX644490 Corp,452.988,1000000000,453988000000.0
2736,2019-12-13,AX644490 Corp,441.389,1000000000,442389000000.0
2737,2019-12-16,AX644490 Corp,439.599,1000000000,440599000000.0
2738,2019-12-17,AX644490 Corp,447.312,1000000000,448312000000.0
2739,2019-12-18,AX644490 Corp,446.201,1000000000,447201000000.0
2740,2019-12-19,AX644490 Corp,447.476,1000000000,448476000000.0
2741,2019-12-20,AX644490 Corp,450.132,1000000000,451132000000.0
2742,2019-12-23,AX644490 Corp,448.883,1000000000,449883000000.0
2743,2019-12-24,AX644490 Corp,447.262,1000000000,448262000000.0
2746,2019-12-27,AX644490 Corp,447.056,1000000000,448056000000.0
2747,2019-12-30,AX644490 Corp,443.201,1000000000,444201000000.0
2748,2019-12-31,AX644490 Corp,443.734,1000000000,444734000000.0
2750,2020-01-02,AX644490 Corp,443.975,1000000000,444975000000.0
2751,2020-01-03,AX644490 Corp,449.313,1000000000,450313000000.0
2752,2020-01-06,AX644490 Corp,450.303,1000000000,451303000000.0
2753,2020-01-07,AX644490 Corp,448.68,1000000000,449680000000.0
2754,2020-01-08,AX644490 Corp,446.42,1000000000,447420000000.0
2755,2020-01-09,AX644490 Corp,432.512,1000000000,433512000000.0
2756,2020-01-10,AX644490 Corp,429.488,1000000000,430488000000.0
2757,2020-01-13,AX644490 Corp,427.558,1000000000,428558000000.0
2758,2020-01-14,AX644490 Corp,431.996,1000000000,432996000000.0
2759,2020-01-15,AX644490 Corp,439.032,1000000000,440032000000.0
2760,2020-01-16,AX644490 Corp,447.327,1000000000,448327000000.0
2761,2020-01-17,AX644490 Corp,441.27,1000000000,442270000000.0
2762,2020-01-20,AX644490 Corp,438.345,1000000000,439345000000.0
2763,2020-01-21,AX644490 Corp,443.116,1000000000,444116000000.0
2764,2020-01-22,AX644490 Corp,447.755,1000000000,448755000000.0
2765,2020-01-23,AX644490 Corp,444.6,1000000000,445600000000.0
2766,2020-01-24,AX644490 Corp,444.269,1000000000,445269000000.0
2767,2020-01-27,AX644490 Corp,445.208,1000000000,446208000000.0
2768,2020-01-28,AX644490 Corp,437.035,1000000000,438035000000.0
2769,2020-01-29,AX644490 Corp,427.353,1000000000,428353000000.0
2770,2020-01-30,AX644490 Corp,435.107,1000000000,436107000000.0
2771,2020-01-31,AX644490 Corp,433.531,1000000000,434531000000.0
2772,2020-02-03,AX644490 Corp,434.415,1000000000,435415000000.0
2773,2020-02-04,AX644490 Corp,422.426,1000000000,423426000000.0
2774,2020-02-05,AX644490 Corp,406.378,1000000000,407378000000.0
2775,2020-02-06,AX644490 Corp,379.376,1000000000,380376000000.0
2776,2020-02-07,AX644490 Corp,382.317,1000000000,383317000000.0
2777,2020-02-10,AX644490 Corp,386.471,1000000000,387471000000.0
2778,2020-02-11,AX644490 Corp,369.498,1000000000,370498000000.0
2779,2020-02-12,AX644490 Corp,353.642,1000000000,354642000000.0
2780,2020-02-13,AX644490 Corp,358.948,1000000000,359948000000.0
2781,2020-02-14,AX644490 Corp,360.176,1000000000,361176000000.0
2782,2020-02-17,AX644490 Corp,362.948,1000000000,363948000000.0
2783,2020-02-18,AX644490 Corp,366.354,1000000000,367354000000.0
2784,2020-02-19,AX644490 Corp,367.147,1000000000,368147000000.0
2785,2020-02-20,AX644490 Corp,375.1,1000000000,376100000000.0
2786,2020-02-21,AX644490 Corp,381.312,1000000000,382312000000.0
2787,2020-02-24,AX644490 Corp,423.306,1000000000,424306000000.0
2788,2020-02-25,AX644490 Corp,432.377,1000000000,433377000000.0
2789,2020-02-26,AX644490 Corp,430.644,1000000000,431644000000.0
2790,2020-02-27,AX644490 Corp,464.313,1000000000,465313000000.0
2791,2020-02-28,AX644490 Corp,494.576,1000000000,495576000000.0
2792,2020-03-02,AX644490 Corp,495.768,1000000000,496768000000.0
2793,2020-03-03,AX644490 Corp,470.404,1000000000,471404000000.0
2794,2020-03-04,AX644490 Corp,455.11,1000000000,456110000000.0
2795,2020-03-05,AX644490 Corp,480.124,1000000000,481124000000.0
2796,2020-03-06,AX644490 Corp,530.27,1000000000,531270000000.0
2797,2020-03-09,AX644490 Corp,647.832,1000000000,648832000000.0
2798,2020-03-10,AX644490 Corp,626.462,1000000000,627462000000.0
2806,2019-01-10,AW573460 Corp,373.715,1250000000,468393749999.99994
2807,2019-01-11,AW573460 Corp,370.534,1250000000,464417500000.0
2808,2019-01-14,AW573460 Corp,377.35,1250000000,472937500000.0
2809,2019-01-15,AW573460 Corp,375.956,1250000000,471195000000.0
2810,2019-01-16,AW573460 Corp,371.516,1250000000,465645000000.0
2811,2019-01-17,AW573460 Corp,374.124,1250000000,468905000000.0
2812,2019-01-18,AW573460 Corp,379.373,1250000000,475466250000.0
2813,2019-01-21,AW573460 Corp,380.238,1250000000,476547500000.0
2814,2019-01-22,AW573460 Corp,404.42,1250000000,506775000000.0
2815,2019-01-23,AW573460 Corp,413.583,1250000000,518228750000.00006
2816,2019-01-24,AW573460 Corp,410.894,1250000000,514867500000.0
2817,2019-01-25,AW573460 Corp,393.868,1250000000,493585000000.0
2818,2019-01-28,AW573460 Corp,402.396,1250000000,504245000000.0
2819,2019-01-29,AW573460 Corp,395.533,1250000000,495666250000.0
2820,2019-01-30,AW573460 Corp,382.006,1250000000,478757499999.99994
2821,2019-01-31,AW573460 Corp,379.164,1250000000,475205000000.0
2822,2019-02-01,AW573460 Corp,396.931,1250000000,497413750000.0
2823,2019-02-04,AW573460 Corp,394.021,1250000000,493776250000.0
2824,2019-02-05,AW573460 Corp,377.772,1250000000,473465000000.0
2825,2019-02-06,AW573460 Corp,375.418,1250000000,470522500000.0
2826,2019-02-07,AW573460 Corp,404.139,1250000000,506423750000.0
2827,2019-02-08,AW573460 Corp,407.955,1250000000,511193750000.0
2828,2019-02-11,AW573460 Corp,401.442,1250000000,503052500000.0
2829,2019-02-12,AW573460 Corp,381.519,1250000000,478148750000.0
2830,2019-02-13,AW573460 Corp,378.751,1250000000,474688750000.0
2831,2019-02-14,AW573460 Corp,383.581,1250000000,480726250000.0
2832,2019-02-15,AW573460 Corp,377.074,1250000000,472592500000.0
2833,2019-02-18,AW573460 Corp,367.9,1250000000,461125000000.0
2834,2019-02-19,AW573460 Corp,373.505,1250000000,468131250000.0
2835,2019-02-20,AW573460 Corp,367.863,1250000000,461078750000.0
2836,2019-02-21,AW573460 Corp,365.933,1250000000,458666250000.0
2837,2019-02-22,AW573460 Corp,367.202,1250000000,460252500000.0
2838,2019-02-25,AW573460 Corp,349.16,1250000000,437700000000.00006
2839,2019-02-26,AW573460 Corp,339.909,1250000000,426136250000.0
2840,2019-02-27,AW573460 Corp,337.02,1250000000,422525000000.0
2841,2019-02-28,AW573460 Corp,338.325,1250000000,424156250000.0
2842,2019-03-01,AW573460 Corp,336.872,1250000000,422340000000.0
2843,2019-03-04,AW573460 Corp,334.466,1250000000,419332500000.0
2844,2019-03-05,AW573460 Corp,322.411,1250000000,404263750000.0
2845,2019-03-06,AW573460 Corp,332.941,1250000000,417426249999.99994
2846,2019-03-07,AW573460 Corp,340.476,1250000000,426845000000.0
2847,2019-03-08,AW573460 Corp,352.828,1250000000,442284999999.99994
2848,2019-03-11,AW573460 Corp,349.667,1250000000,438333749999.99994
2849,2019-03-12,AW573460 Corp,344.57,1250000000,431962500000.0
2850,2019-03-13,AW573460 Corp,337.93,1250000000,423662500000.0
2851,2019-03-14,AW573460 Corp,331.77,1250000000,415962500000.0
2852,2019-03-15,AW573460 Corp,324.954,1250000000,407442500000.0
2853,2019-03-18,AW573460 Corp,311.84,1250000000,391049999999.99994
2854,2019-03-19,AW573460 Corp,292.332,1250000000,366665000000.0
2855,2019-03-20,AW573460 Corp,304.635,1250000000,382043750000.0
2856,2019-03-21,AW573460 Corp,301.554,1250000000,378192499999.99994
2857,2019-03-22,AW573460 Corp,290.889,1250000000,364861250000.0
2858,2019-03-25,AW573460 Corp,288.748,1250000000,362185000000.0
2859,2019-03-26,AW573460 Corp,280.947,1250000000,352433750000.0
2860,2019-03-27,AW573460 Corp,292.906,1250000000,367382500000.0
2861,2019-03-28,AW573460 Corp,291.768,1250000000,365959999999.99994
2862,2019-03-29,AW573460 Corp,277.738,1250000000,348422500000.0
2863,2019-04-01,AW573460 Corp,263.218,1250000000,330272500000.0
2864,2019-04-02,AW573460 Corp,248.874,1250000000,312342500000.0
2865,2019-04-03,AW573460 Corp,249.178,1250000000,312722500000.0
2866,2019-04-04,AW573460 Corp,255.484,1250000000,320605000000.00006
2867,2019-04-05,AW573460 Corp,256.252,1250000000,321565000000.0
2868,2019-04-08,AW573460 Corp,260.998,1250000000,327497500000.0
2869,2019-04-09,AW573460 Corp,263.574,1250000000,330717500000.0
2870,2019-04-10,AW573460 Corp,262.903,1250000000,329878750000.0
2871,2019-04-11,AW573460 Corp,262.378,1250000000,329222500000.0
2872,2019-04-12,AW573460 Corp,257.169,1250000000,322711250000.0
2873,2019-04-15,AW573460 Corp,255.642,1250000000,320802500000.0
2874,2019-04-16,AW573460 Corp,256.285,1250000000,321606250000.00006
2875,2019-04-17,AW573460 Corp,259.959,1250000000,326198750000.0
2876,2019-04-18,AW573460 Corp,264.782,1250000000,332227500000.0
2879,2019-04-23,AW573460 Corp,265.269,1250000000,332836250000.0
2880,2019-04-24,AW573460 Corp,274.562,1250000000,344452500000.0
2881,2019-04-25,AW573460 Corp,297.202,1250000000,372752500000.0
2882,2019-04-26,AW573460 Corp,294.975,1250000000,369968750000.0
2883,2019-04-29,AW573460 Corp,282.477,1250000000,354346249999.99994
2884,2019-04-30,AW573460 Corp,283.872,1250000000,356090000000.0
2886,2019-05-02,AW573460 Corp,287.17,1250000000,360212500000.0
2887,2019-05-03,AW573460 Corp,289.351,1250000000,362938750000.0
2888,2019-05-06,AW573460 Corp,290.068,1250000000,363835000000.0
2889,2019-05-07,AW573460 Corp,314.578,1250000000,394472499999.99994
2890,2019-05-08,AW573460 Corp,320.569,1250000000,401961250000.0
2891,2019-05-09,AW573460 Corp,325.229,1250000000,407786250000.0
2892,2019-05-10,AW573460 Corp,322.369,1250000000,404211250000.00006
2893,2019-05-13,AW573460 Corp,328.546,1250000000,411932500000.0
2894,2019-05-14,AW573460 Corp,330.237,1250000000,414046250000.0
2895,2019-05-15,AW573460 Corp,328.794,1250000000,412242500000.0
2896,2019-05-16,AW573460 Corp,313.62,1250000000,393275000000.0
2897,2019-05-17,AW573460 Corp,305.773,1250000000,383466250000.00006
2898,2019-05-20,AW573460 Corp,301.785,1250000000,378481250000.00006
2899,2019-05-21,AW573460 Corp,280.974,1250000000,352467500000.0
2900,2019-05-22,AW573460 Corp,283.302,1250000000,355377500000.0
2901,2019-05-23,AW573460 Corp,297.268,1250000000,372834999999.99994
2902,2019-05-24,AW573460 Corp,294.381,1250000000,369226249999.99994
2903,2019-05-27,AW573460 Corp,290.619,1250000000,364523750000.00006
2904,2019-05-28,AW573460 Corp,300.496,1250000000,376870000000.0
2905,2019-05-29,AW573460 Corp,305.258,1250000000,382822500000.0
2906,2019-05-30,AW573460 Corp,304.871,1250000000,382338750000.0
2907,2019-05-31,AW573460 Corp,314.896,1250000000,394870000000.0
2908,2019-06-03,AW573460 Corp,319.607,1250000000,400758750000.00006
2909,2019-06-04,AW573460 Corp,314.345,1250000000,394181250000.00006
2910,2019-06-05,AW573460 Corp,307.316,1250000000,385394999999.99994
2911,2019-06-06,AW573460 Corp,303.097,1250000000,380121250000.0
2912,2019-06-07,AW573460 Corp,295.017,1250000000,370021250000.0
2913,2019-06-10,AW573460 Corp,287.002,1250000000,360002500000.0
2914,2019-06-11,AW573460 Corp,283.058,1250000000,355072500000.0
2915,2019-06-12,AW573460 Corp,291.214,1250000000,365267500000.0
2916,2019-06-13,AW573460 Corp,289.012,1250000000,362515000000.0
2917,2019-06-14,AW573460 Corp,289.135,1250000000,362668750000.0
2918,2019-06-17,AW573460 Corp,289.826,1250000000,363532500000.0
2919,2019-06-18,AW573460 Corp,281.454,1250000000,353067500000.0
2920,2019-06-19,AW573460 Corp,267.87,1250000000,336087500000.0
2921,2019-06-20,AW573460 Corp,247.092,1250000000,310115000000.0
2922,2019-06-21,AW573460 Corp,247.831,1250000000,311038750000.0
2923,2019-06-24,AW573460 Corp,247.654,1250000000,310817500000.0
2924,2019-06-25,AW573460 Corp,249.024,1250000000,312530000000.0
2925,2019-06-26,AW573460 Corp,247.263,1250000000,310328750000.0
2926,2019-06-27,AW573460 Corp,244.859,1250000000,307323750000.0
2927,2019-06-28,AW573460 Corp,235.436,1250000000,295545000000.0
2928,2019-07-01,AW573460 Corp,222.665,1250000000,279581250000.0
2929,2019-07-02,AW573460 Corp,218.598,1250000000,274497500000.00003
2930,2019-07-03,AW573460 Corp,209.349,1250000000,262936250000.0
2931,2019-07-04,AW573460 Corp,200.306,1250000000,251632500000.0
2932,2019-07-05,AW573460 Corp,197.3,1250000000,247875000000.0
2933,2019-07-08,AW573460 Corp,196.244,1250000000,246555000000.0
2934,2019-07-09,AW573460 Corp,202.733,1250000000,254666250000.0
2935,2019-07-10,AW573460 Corp,200.531,1250000000,251913750000.0
2936,2019-07-11,AW573460 Corp,200.387,1250000000,251733750000.0
2937,2019-07-12,AW573460 Corp,200.298,1250000000,251622500000.0
2938,2019-07-15,AW573460 Corp,203.142,1250000000,255177500000.0
2939,2019-07-16,AW573460 Corp,203.788,1250000000,255985000000.0
2940,2019-07-17,AW573460 Corp,203.783,1250000000,255978749999.99997
2941,2019-07-18,AW573460 Corp,206.392,1250000000,259240000000.0
2942,2019-07-19,AW573460 Corp,207.546,1250000000,260682500000.0
2943,2019-07-22,AW573460 Corp,208.871,1250000000,262338750000.0
2944,2019-07-23,AW573460 Corp,208.304,1250000000,261630000000.0
2945,2019-07-24,AW573460 Corp,207.059,1250000000,260073750000.0
2946,2019-07-25,AW573460 Corp,205.169,1250000000,257711250000.0
2947,2019-07-26,AW573460 Corp,204.171,1250000000,256463750000.0
2948,2019-07-29,AW573460 Corp,203.392,1250000000,255490000000.0
2949,2019-07-30,AW573460 Corp,204.415,1250000000,256768750000.0
2950,2019-07-31,AW573460 Corp,205.933,1250000000,258666250000.0
2951,2019-08-01,AW573460 Corp,206.647,1250000000,259558750000.0
2952,2019-08-02,AW573460 Corp,209.983,1250000000,263728750000.0
2953,2019-08-05,AW573460 Corp,220.973,1250000000,277466250000.0
2954,2019-08-06,AW573460 Corp,224.224,1250000000,281530000000.0
2955,2019-08-07,AW573460 Corp,228.976,1250000000,287470000000.0
2956,2019-08-08,AW573460 Corp,229.157,1250000000,287696250000.0
2957,2019-08-09,AW573460 Corp,239.975,1250000000,301218750000.0
2958,2019-08-12,AW573460 Corp,241.196,1250000000,302745000000.0
2959,2019-08-13,AW573460 Corp,243.677,1250000000,305846250000.0
2960,2019-08-14,AW573460 Corp,246.161,1250000000,308951250000.0
2961,2019-08-15,AW573460 Corp,254.716,1250000000,319645000000.0
2962,2019-08-16,AW573460 Corp,244.898,1250000000,307372500000.0
2963,2019-08-19,AW573460 Corp,226.205,1250000000,284006250000.0
2964,2019-08-20,AW573460 Corp,223.32,1250000000,280400000000.0
2965,2019-08-21,AW573460 Corp,215.538,1250000000,270672500000.0
2966,2019-08-22,AW573460 Corp,202.34,1250000000,254175000000.0
2967,2019-08-23,AW573460 Corp,198.132,1250000000,248915000000.0
2968,2019-08-26,AW573460 Corp,200.903,1250000000,252378750000.0
2969,2019-08-27,AW573460 Corp,198.052,1250000000,248815000000.0
2970,2019-08-28,AW573460 Corp,198.685,1250000000,249606250000.0
2971,2019-08-29,AW573460 Corp,196.31,1250000000,246637500000.0
2972,2019-08-30,AW573460 Corp,192.66,1250000000,242075000000.0
2973,2019-09-02,AW573460 Corp,192.245,1250000000,241556250000.0
2974,2019-09-03,AW573460 Corp,192.804,1250000000,242255000000.0
2975,2019-09-04,AW573460 Corp,189.018,1250000000,237522500000.0
2976,2019-09-05,AW573460 Corp,184.508,1250000000,231885000000.0
2977,2019-09-06,AW573460 Corp,182.536,1250000000,229420000000.0
2978,2019-09-09,AW573460 Corp,181.47,1250000000,228087500000.0
